sentence_id	sentence	sentence_domain	source
006a4bb39c7214cd422e269bc4743568a187ecb53b8b7979478b88b484f0a59f	پورٹلینڈ اوگن چاندر ایریزونا		https://github.com/urduhack/urdu-word-vectors/blob/master/data/questions-words-urdu-phrases.txt
007bb1164882bd18a8dbfe41a9b0dfabf4154ef3fb6e78ed8289af69e21035e1	سنا کرو مری جاں ان سے ان سے افسانے		https://hamariweb.com/poetries/%D8%B3%D9%86%D8%A7-%DA%A9%D8%B1%D9%88-%D9%85%D8%B1%DB%8C-%D8%AC%D8%A7%DA%BA-%D8%A7%D9%86-%D8%B3%DB%92-%D8%A7%D9%86-%D8%B3%DB%92-%D8%A7%D9%81%D8%B3%D8%A7%D9%86%DB%92-pid93218.aspx
008659cf8279954618d5cf272cb6b81f483d58bda14ea8ec2acdc0b81d77a81d	پہلا نورمین شاہ انگلستان تھا		https://ur.wikipedia.org/
0087213cffd20b1f066861d2e7a2fa56ace80bf406db1652349c0bcd876ec9d5	ہمیں عارضہ مستقبل کا اور خصوصا مستقبل دور کا کبھی نہیں رہا۔		https://github.com/naeem9/urdu-sentences
00bad4a63066d74cf8fe0ada3cafb83bf349ac89bd7e80874ad2b94e739ea7a8	منینولوپس مینیسوٹا ہنولولو ہوائی		https://github.com/urduhack/urdu-word-vectors/blob/master/data/questions-words-urdu-phrases.txt
00c4a19b3d21916d7dd28700484f35b5f261b21a05d63e92285c06bed7d68079	چہرہ پر جانور کا ماسک پہننا لینا ہونا جو کرنا وجہ سے جانور اپنا بچائو کرنا بھی کوشش نہیں کرنا ہونا		https://github.com/humsha/USCorpus/blob/master/UrduSummaryCorpus/processed/Tourism3.txt
00cf956fc9e601d5364744b8035292f9bbc2c2b798bdcd5dc694521293027a7c	دنیا کے ہر ملک کے رقبہ میں ایک سینٹی م		news
00d680edafd9290e686dc4d9fcae18cbdbff9f8558f45d2dcc2bc47a452b39db	==تذکرہ بہ سلسلۂ ترتیب و تنظیمیابی==		https://ur.wikipedia.org/
00e1459ed6693e04b1666f13c3c9df043417e0518a43a8e2b294b88e3541139f	تم مجھ سے کیا چاہتے ہیں؟		https://www.youtube.com/
01059bd54ac986409f3b79b02ae1238600c2b9d934b9d4498955aea57c200fae	کلیولینڈ اوہیو رینو نیواڈا		https://github.com/urduhack/urdu-word-vectors/blob/master/data/questions-words-urdu-phrases.txt
01376097fdb70728bc9019a9656f6fb76452f94746c664919c45aca05fa90cc7	ایک ماڈرن کوچنگ سیٹ اپ سے نوجوان ٹیم بنانے کی کوشش ک		https://www.bbc.com/urdu/articles/c4gx8gj318po
015411ee6866480b5f9015375a37ac4d31bb3e07211955528a0554696efa9da3	کہتی تھی ہورے تو میرا منہ بھی دیکھے گا		self
019ed2b0acf54ca3dc17975e8dea3205db37ae35d18fd10e15209d1a6e87f52b	یہ تمام جملے مجھے میں نے خود بولے ہیں		https://github.com/ahsanfarooqui/urducorpus
01b56efbfb2585276cd7060e2663c6a42c8546d9351b79b67f24ec63538a4bee	پورے کے پورے غموں کے جہاز اس میں کھو جاتے ہیں	media_entertainment,general	Self
01b896e402dac53bf4e7108b3549c82002208dc19c3981f90b32177c6a90a319	ریویو پٹیشن سنے گی۔ 		https://github.com/naeem6100/urdu-sentences
01babb1a35b4529a2b78f44b433cbf8b9387c6e0a5af608e763d3a7ec13db9ce	دفاع پرویز خٹک کی جانب سے کیے گئے رابطے کی تصدیق کی ہے۔		https://www.urdusky.com/pakistan-news/the-government-contacted-the-tareen-group.html/
01bfafb8e2e8b7bd3f442fcaa0276376722dc6c7e389de034407fcd8ff0f2e4e	نیشیلو ٹینیسی سکاٹسیل ایریزونا		https://github.com/urduhack/urdu-word-vectors/blob/master/data/questions-words-urdu-phrases.txt
01c77853e83c1dfb4be47b5ee53ff814b4bc76c797a3e6fed3796df8cf45d995	ملواکی وسکونسن کلیولینڈ اوہیو		https://github.com/urduhack/urdu-word-vectors/blob/master/data/questions-words-urdu-phrases.txt
01d07c2b2bb304d23a771a0f66dca9c15904d44757955d08b2a3a62d165aed4a	اگرچہ کہ رنگوں کے میسر آنے میں زمانہ حائل ہوتا ہے اور اِسی پر اِن کا دار و مدار ہوتا ہے۔	general,media_entertainment	Self
01d9f79638365e3a1fef711ae00c6a1af8b8a817dd85e91cdb6e21b54f5291cd	ی!  خوب جان لے کہ میری یہ عاجزی اور انکسار تیرے لیے		https://ur.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%DB%81%D8%AC%D9%88%DB%8C%D8%B1%DB%8C
01dc8d2e4239c1ab8f16efc5bc4a72778e5ac8e593694c6c1ffaa2868b9b156a	کسی کے وصل کے وعدے کو دیکھتے ہوئے د		https://hamariweb.com/poetries
01f1ba8a53d7deff302db20fc5fbf37cad18bf8e1c391dc72acb29a414a4f5c9	پہلی کھیپ بیوروکریٹوں اورجرنیلوں کی انگریز کی پیداوار تھی۔		https://github.com/naeem9/urdu-sentences
020060a159d97d716ddf48555a05f4d8e441c1377534171e29632b37a454e606	کرنٹ اکانٹ خسارہ مہینوں میں  فیصد کم ہوگیا		https://www.kaggle.com/saurabhshahane/urdu-news-dataset
020f72069c62203d24ad0dff2b8ef8c29764ba32e5ca6dbd135a16d2d02ee125	مقابلے کے امتحان کی کتابیں میں ڈوگر پبلیشرز اور بچوں کی کتابیں ڈوگرز یونیک بکس سے۔		https://github.com/junaid340/Urdu_Courpuses/blob/main/ucorpus.txt
0210b6c84970ca07c5d4ba701ffc7d019353b3e0ede01a3968f503fefad018e1	۔ کہ آپ تمام علوم کے عالم اور درگاہ حق کے اہل حشمت		https://ur.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%DB%81%D8%AC%D9%88%DB%8C%D8%B1%DB%8C
021fdafb9c24b12d6c012f135117ee57a864572daeb183635a387a01842b043b	جس کے لیے میراتھن کے غوث کا کہہ ہے		https://github.com/humsha/USCorpus/blob/master/UrduSummaryCorpus/processed
023872b6dd01decc75aea5f6871ee52624c4459692192c93cedc7f9f3e03f726	چین سے کرنسی معاہدہ زرمبادلہ ذخائر ادائیگی توازن بہترہوگا		https://data.mendeley.com/datasets/834vsxnb99/3
0245423b658be11bec5188b69803fdd902a487788e74c826e92ff36a478cd404	یہ میں ہوں اور تو ہے اور وه ہے اک مثلث		www.facebook.com
0261af70f4c03a5457de96ac58ac8dbb2468e45225294270a8a00aecf363a77d	اجیں غریب تھیں.		https://tatoeba.org/en/sentences/show_all_in/urd/none/none/indifferent?page=98
028371af7981e5f5c02c9aad683cbc7cb11332144cdff2d4df67dfba1cc4e3db	ورون دھون کا معاوضہ کترینہ کیف سے گنا زیادہ		news
0284108b7ed49cd5bf1c5a3fda11fe64bc1e7045085ed744c2ae23b0f85bc31e	مخصوص لاؤڈ سپیکروں سے بے سرے شور کی گھن گرج ہر وقت۔		https://github.com/naeem9/urdu-sentences
0291dbedee135df7c92306c4c895a05a15ad01df989a2061524f940b3cc6b9d5	اٹلانٹا جارجیا آکسارڈ کیلی_فورنیا		https://github.com/urduhack/urdu-word-vectors/blob/master/data/questions-words-urdu-phrases.txt
02a44e4da49a901afca5c983b03e89cb345a597acfe1187da28cefb8bb044937	ہے کچھ لوگ کہتے ہیں اس نے نبوت کا دعویٰ		self generated
02a7a7d90739c4107d5cc71ac96f8a134d23fb42dadfe0339b07df7eed659b89	کورونا وائرس کا شکار اداکار ایک ماہ بعد کوما سے نکل یا		news
02a9b7cb20a4420e4c5e1fb62a94cadcadc910f28ef244623e548cc73dfb39a9	جیسا کہ وزیراعظم نے کہا: پیسہ اگلیںتوکچھ رعایت ملے گی۔		https://github.com/naeem9/urdu-sentences
0397566e0cb8f262c5229fa2f4b06d2681b22dd770b10597d019bd1b159bd0b7	میں اگلیں ہفتیں ییںرپ جا رہی ہیںں وہاں		https://tatoeba.org/en/sentences/show_all_in/urd/none/none/indifferent?page=98
03a8168392e2f33863a1ddabe378836eba6c50f436c3efe937875fd4a98a8bf6	انہوں نے اپنے والد کے ساتھ درج ذیل کتب لکھنے میں مدد کی		????? ???? (2021) ????? ???????? ?? ?? ????? ?? ?????? ????????? ?? ???????? ?? ?? ????? : ?????? ??? ??????? ??????
03bbcb55ea2d792b642e2e80e0f84a7eec72d896baa1141f5bf521c09d18a84e	آپ ۔اسے		https://www.linguanaut.com/learn-urdu/phrases.php
03c7bb6364a0ffad6283f4c22eabc741de364e26bde87895e057ede4e97f5bec	اہلیہ پر تشدد کا الزام محسن عباس کے خلاف ایف ئی درج		news
03d052388fff90e746a73d8f1d757f9b2f04b2934e9f1decb91fff80482feeae	اس کی صورت حال میں روشنی کی کوئی رمق نہیں دیکھتا ہے		https://tatoeba.org/
03d7483e81d927354d4b5104eb2ecf9f9071fb9f7f7cd83e955a3d849ff3a68c	میں سوچتا ہوں: ممکن ہے۔		https://github.com/naeem9/urdu-sentences
03d8063da9a3ec07f8e2fe82b3f628c55246d7e135ee7bd524212fe5394964d3	زندگی گلزار ہے کی جوڑی کی ان میں واپسی		news
03f8f7dc926775d20e79d0f5ce716d992dca316be499928d8e0cfc0bdb144647	فکرہ کو بعض اوقات تصوّر بھی مانا جاتا ہے		https://ur.wikipedia.org/
041727566fa5110b289c48d635171458c9a68e92a7e7b76b01f25bf2da798f08	و پاکستان میں کیوں نہیں		https://data.mendeley.com/datasets/834vsxnb99/3
041fadbc62d395c7212605d50aba4491ca9f9fd575e4a43556db16ac5629b540	سمتیہ کے کئی استعمالات ہیں		https://ur.wikipedia.org/
042095a1d7dd9ca96188bff9d93b02c51d22b78b6e7021e53c7129591345e292	یہاں تو کھلے مالی سکینڈلز ہیں اور جوں بھی نہیں رینگتی۔		https://github.com/naeem9/urdu-sentences
04383d39a92a91f4cca107a5113cb90ff32cd19aa17c69f46a7664cc268ca5ea	کو واصل جہنم کرنا شروع کر دیا آپ کے گھوڑے		self generated
043f0e9ae4d843af30bba1bea89d6de29f8d2d0bf12cf5d9bd60097c931bbc5d	ان دیکھا، جس کا کوئی رشتہ ہے۔		https://github.com/naeem9/urdu-sentences
0440acc341d7830f58b79ccf695e41e49304587b56f2a9a499110c35abe33704	اور گئے لیکن کپتان اب بھی قوم کے ساتھ		https://www.youtube.com/watch?v=MISQejRxHDo, https://github.com/Haseebwaheedkhan/Urdu_Corpus_CC0
0446b153d3bf9750a2813f74824a68cda31ff87e61b8c3430dc6b42b7fba685e	ن میں ایک نے بہت غصے سے کہا!اس سب کا تمہارے ساتھ اچھے سلوک کا کیا تعلق ہے		https://www.urdupoint.com/kids/detail/funny-stories
0448584995b5f8b7c5c52063c48c13c1b7002da686e4bc986eaf526904c32d29	اداکارہ یشما گل میں کورونا وائرس کی تصدیق		news
044e6c787d2cbea2b140d5d843389d05c318e3df6b5dc4a7c117b880581eba97	جنید جمشید کی یاد میں میرے بابا		https://www.kaggle.com/saurabhshahane/urdu-news-dataset
045e03c91ff56461f983251cd7cfa983e472b99f4df226cdcdd5e6280e8481be	اکشے کمار ودیا بالن اور مشن منگل		news
04612f8cfb5d622c043b67588fd3f63b3f4d667a19550f3368b76788df7fe48e	انوشکا اور ویرات نے ہنی مون کہاں منایا		https://www.kaggle.com/saurabhshahane/urdu-news-dataset
04658636c5b0d0ac3e1359a948920cd0048689c1ab6fc3c72300518c9e413746	دنیا میں ک بھی ہوں کو توقیر کا سام بھی کر پڑتا ہے		https://github.com/humsha/USCorpus/tree/master/UrduSummaryCorpus/processed
0467a3d548deb256b5f9f73384d096c592303fe5686a1f0cc520ee2c2233f02e	ان کا مقدر بنی حسین بن علی رض بھی انہیں		self generated
046e0267e574b119707ee9c4521d83a3fdb2849977148b77eb71bdbbf48b98c8	پیٹرولیم مصنوعات میں سے روپے تک اضافے کی تیاری		news
047b6013f241d28f09f14a7123eb358c624fc7040a80b9d2d2123eab3270e36c	گندم کی خریداری میں کمی ٹے کے بحران کی وجہ بنی رپورٹ		https://www.kaggle.com/saurabhshahane/urdu-news-dataset
048648febdfb70b217beeff69b733d479a402e9088bc79a63be2a2fd11dc2999	اٹلانٹا جارجیا اوہہا نیبراسکا		https://github.com/urduhack/urdu-word-vectors/blob/master/data/questions-words-urdu-phrases.txt
0502611136b22adeecea73ff58b8fceb3d3095448ef572ad145cfccdccd9ff70	رات کا کھانا خود پک گے رات وہاں گزار گے		https://github.com/humsha/USCorpus/
05070a2d3bc1ee43f25b8832a220507ba781f8ecc8e155b85e47c8db2bfb9d03	باب أپنا بڑا غصہ قابو نہ کر پایا۔		https://tatoeba.org
052b073a14ecc80a32757f07c597da3eabdeb6d137fda631eaa1b90cbb76e104	ایف ائی اے اج سے مشتبہ کھلاڑیوں سے پوچھ گچھ کرے گی		https://data.mendeley.com/datasets/834vsxnb99/3
0535244c39308fc55b213ffb6644ec740817a6b7618259e2c62963e1b3242d6d	نظروں کا یہ ٹکراو چند لمحوں سے زیادہ دیر تک قائم نہ رہ سکا۔	general,media_entertainment	Self
053c0df0bbd5db326815b0f3d75f38825a2f53e515208451ea68c31559f3b694	من موہن سنگھ ایکسیڈنٹل پرائم منسٹراور سونیا گاندھی		news
0541b7ffc79ef53b19af929ca5e57abad92a25360b6c68a3863f881169c478d6	تم ڈرا ہیںا تھیں		https://tatoeba.org/en/sentences/show_all_in/urd/none/none/indifferent?page=98
054b86a205103d0449bd555fa22d3e8bd14531c784523b9a8902e71f07165005	پی ایس ایل میں لاہور قلندرز نئے روپ میں دکھائی دیگیعاقب جاوید		https://data.mendeley.com/datasets/834vsxnb99/3
0552867f68988c5b78415ee74673b74adaaa65a5e77fccc74e431bd0643be2aa	پی ایس ایل لوگو تقریب یونس خان کی ناراضگی اور فریدی کے گھر جانے کی وجہ سامنے گئی		https://data.mendeley.com/datasets/834vsxnb99/3
056ffe06b5259174b42f5d0e12d8a54c3507ca7aa31d22ec762a6aeaa4443ee7	اور اگر غمگسار وہی محبوب ہو تو کیا ہی بات ہے۔	media_entertainment,general	Self
0573e27341f36806b5f7890434f282266025c4d3491c58c7fd98cde7c3b67004	سریلانکا کے برے ہلات ہیں		none
0577fdbd138020a5e60518fe724e60293671294f92b3321d5e58cad5eed77a41	میں بائیں جانب کھڑکی سے باہر جھانک رہا تھا	general,media_entertainment	Self
0586b507b3b4e24b0978fbd1bdc708ecfbe12eb31f40a4e081e8fecbd97aeff6	ستم ہو کہ		https://shayariurdu.com/allama-iqbal-poetry/
0586b62cc619d2e80ab758d4b5b83206a9394ee62fae3a90a581b25ed0a741a0	ئی ایم ایف نے امریکا کو تجارتی خطرات سے گاہ کردیا		news
0593c6472acf8b32f2530caf791bbf5d272abe6a04e85459673268ec85e61fe2	ئی پی ایلنیلامی کیلئے کھلاڑیوں کی فہرست جاری کوئی پاکستانی شامل نہیں		self generated
05997739ec15284c02c558ac86ee643625fe6a603fdbfa75a9e8ec2c3af143c9	آرلنگٹن ٹیکساس ہنٹسول الاباما		https://github.com/urduhack/urdu-word-vectors/blob/master/data/questions-words-urdu-phrases.txt
05b3e408a68769a196e79c6b923a0a7d6c2f1b28c450c95aeea9bde060bc5b97	لو جی پک مسلمان		https://github.com/humsha/USCorpus
05e0afa14ab2e3397a22d0a9799d5458d9a018dab4ef9f324e49e324c8183f37	م پڑتے کیا ہو		none
06b10683dabb250c23699421c5b93380e0375cbb7b9a171eaafb3e81f10f7fd0	خنک دلے کہ تپید و دمے نیا سائید		https://hamariweb.com/poetries/-%D8%A8%D9%84%D8%A7%D9%84%D8%93-pid102983.aspx
071f345c912b592bc7cde4a2841e440eeeb59ea8d55efd93a0e59db86fb0086c	اور چُپ چاپ وقت کے باب میں لکھ لیتا ہو گا۔	general,media_entertainment	Self
076fd0e3b0f1a6cc96a4afdbc312fd7a7aef7e6755463e496e73687a2689cb76	کیا میں آپ کی لغت ادھار لیں سکتا ہیںں؟		https://tatoeba.org/en/sentences/show_all_in/urd/none/none/indifferent?page=98
077343074f877258caca642cf3ad03f22d83c503ba97c9f03f435c45dd3455b8	ایک عمر رائیگاں کے ماتم کے سوااس کے دامن میںکیاہے؟		https://github.com/naeem9/urdu-sentences
07758ac0d3eb16c875c871d2dc999b61123a4d98f404425f81f8ac52bd4e7d16	پھر آڈیو یعنی صوتی سفر اور بعد آزاں ویڈیو نے آکر ویب کرنا دنیا میں چار چاند لگنا دئے		https://github.com/humsha/USCorpus/tree/master/UrduSummaryCorpus/processed
07ab859b884ec81de5b563a702c6f66251be36da5fd9ccf0041ef5a56d6d3bc9	جس کے لیے میراتھن کے غوث کا کہہ ہے کہہ قلن یہاں نہیں چل والہ پورہ تیاری کرک آنا		https://github.com/humsha/USCorpus/tree/master/UrduSummaryCorpus/
07b995c10e3c092115450ec6c899da2d4282ee1f50b8b018aa79013789def596	منینولوپس مینیسوٹا پلاانو ٹیکساس		https://github.com/urduhack/urdu-word-vectors/blob/master/data/questions-words-urdu-phrases.txt
07e983eec51348a12d5c92f1c3834515112d8f36ca8460135af50806fee8ca03	ریٹس پر نت نئے ماڈلز متعارف کروانے میں مصروف ہے جبکہ بہترین بریکس اور بہترین ہیڈ لائیٹ سمیت دیگر		https://github.com/mirfan899/Urdu/blob/master/LICENSE
07edde6c2174a5098341306d4f1302f8c9c02a5a764054a0ec5c9dda6b9449ae	کو ووٹ دینا		https://github.com/humsha/USCorpus/blob/master/UrduSummaryCorpus/processed/News2_lemmatized.txt
07fc5dacf1602f48b6c23587d8bf3ef77fecd90b5283cc669a3e64729c167833	منینولوپس مینیسوٹا ہیلیہ فلوریڈا		https://github.com/urduhack/urdu-word-vectors/blob/master/data/questions-words-urdu-phrases.txt
0806f2c415efb6d591115eb9d7ca1ff5c640ae110d610310c81a1264b4be658d	یہاں بھی طبقاتی شعور کی کشاکش اور سکون و بے سکونی کا جدلیاتی بیانیہ دیکھا جا سکتا ہے		https://gcll.lums.edu.pk/research-publications/bunyad-v-07-2016
0809a311f3519bd67a62e482dfc9a9ec8c61b3224952fe8f3d5f6d58d629bd56	ہ شیر بلی ہے۔ وہ ہنسا		self generated
080da23394d93617ca3aa9525ae7aacca1c53dec446657f70af6142a12c45bd9	میں حوالہ کین٘ویں ݙیواں؟		common voice
0824ae9a94907ae2a87013e6c336a933681ea53181692195d7af3b8d63f065f5	اٹلانٹا جارجیا تاپا فلوریڈا		https://github.com/urduhack/urdu-word-vectors/blob/master/data/questions-words-urdu-phrases.txt
0848096c04f30958f42b1ddeaaab8ed750ff4aea545504564e44553b980e1ff2	کوہاٹافغان شہریوں کو کاروبار سمیٹنے کی خری مہلت		news
0865bf925714cf5cd7a5ddca691a6c6b7fcb77ff82fc4db38c302d59b5599f05	انشاء اللہ ہم ایک قوم کی طرح کھڑے ہوں گے کوویڈ بحران کے بع		https://github.com/Bushramjad/urdudataset
08a3b66389ad3803a17ea7befdb360360a1f907ab874f4fe41e9ba96f9141f57	صارفین سے زائد وصولی پاور ڈسٹری بیوشن کمپنیز کےخلاف نیپرا میں درخواست		news
08b62ea3ae40f91a018bc164fcc82c52cce276f8ba76002d20639a1e264d4d62	یہ مشہور خطیب ِ اعظم محمد شفیع اوکاڑوی کے صاحب زادے ہیں		????? ???? (2021) ????? ???????? ?? ?? ????? ?? ?????? ????????? ?? ???????? ?? ?? ????? : ?????? ??? ??????? ??????
09020d0376637daf47851fef9b49d294a7f0d84c3c4c756b3e41d3f5dfdc7c99	یادرست اگر غلط ہیں۔		https://github.com/naeem9/urdu-sentences
090b0b009b1d84fb6552443f461bda5b8dae05dbb75f613a0183c63b7e69f502	میں سات دن کام کر پڑتا ، چھٹی کا کوئی تصور ہی نہیں تھا		https://github.com/humsha/USCorpus/tree/master/UrduSummaryCorpus/processed
09146d84f9739e5e6b7a539bebeda6b912123d29eaf4433195fb4b63a47a51d4	خیریت سے پہنچ گیا ہے انسائٹنے نا سا کو جو تصویر بھیجی ہے اس میں جہاز کا ایک پاؤں  ایک چھوٹا پتھر		https://github.com/mirfan899/Urdu
0965ce20c090bbaff0640491edd4c9044d0b38358ddee6512b8db01f59390fd9	گے اور اس سے ان کا اعتماد مزید متزلزل ہو گا۔		https://github.com/naeem9/urdu-sentences
09a43488929f0d517c0dde34f6fe850de8f6b8f0e5feadb6242f0edf5fed8f56	صبح محشر کو خواب میں دیکھ		https://shayariurdu.com/
09bccb24cc386d0b4d6b11cb92deb52a9b29aaa93349faea2911334937bcf068	ہالی ووڈ فلممڈوےکا امریکی باکس فس پر راج		https://data.mendeley.com/datasets/834vsxnb99/3
09c026e0398ca8e0bb6c79035e8f6f1010554dc81437615c33c709225251395a	بیلجیئم کو شکست فرانس تیسری مرتبہ ورلڈ کپ فائنل میں پہنچ گیا		https://data.mendeley.com/datasets/834vsxnb99/3
09c560852921f2c53833f39ec4618dda36be81cec08a6716985fb339a8b09149	حالات سازگار رہے تو سب کچھ ڈھکا چھپا رہا۔		https://github.com/naeem9/urdu-sentences
09da4c648d98fac569e02332935225243744837f87c7fc2000059bf306f76872	آپ کس کیں ساتھ جا رتھیں تھیں؟		https://tatoeba.org/en/sentences/show_all_in/urd/none/none/indifferent?page=98
09df199ccb45baf447dbda3edb0655bfa88724281ec6bb4c25920a5eb85de5e9	وگوں کا قتل عام کرنا۔		https://github.com/urduhack/urdu-word-vectors/blob/master/data/questions-words-urdu-phrases.txt https://www.bbc.com/urdu/entertainment-61083265
09eda13d9e03eaf9dee6b5ef4db9b07a00f156b29de7efe4ef5ffe9c6d312917	دیم ایران		https://www.urduenglishdictionary.org/English-To-Urdu-Translation/khan/Page-1.htm?SearchType=1#.YlfwnehBy3A
09fcf19ad4cc0605937906cf4e9a1692f522e2d5f51460acdada4feb5fbc2243	محسن عباس حیدر کے ہاں حیدر عباس محسن کی مد		news
09fcf2b57301db0ffbaa89960392004877edadcb9621e7b7d1bba7e7b9c2bdbd	س پر متعین عملہ بھی مستعد ہو گیا		https://www.urdupoint.com/kids/detail/funny-stories/gadha-muhim-2557.html
0a0c3acd4f35d968714bc39ba8b260c0d0de79ec33ad9cd86b6b9c7eeb49cc9b	پر اتنا جانتے ہیں کل وہ جاتا تھا کہ ہم نکلے		https://github.com/amir9ume/urdu_ghazals_rekhta
0a0eed770251dbbb5f0f580e9287eb3b95e5117632748a5e5e192215d782cf99	تم محفیںظ تھیں		https://tatoeba.org/en/sentences/show_all_in/urd/none/none/indifferent?page=98
0a234812bfe9793847668d4f6591dabadd63e1e29937ef498331d2a24b1301a3	پیسے سے خوشی خریدی جا سکتے ہیں		https://github.com/Hooded-dev/UrduSpeech/blob/main/SpeechToText
0a2dff35ed2a901633cd1f4896d92f42e9722ef05ba449432f4b3dda6cc0bf2e	اندھیروں میں سے جتنے وٹامن کے ٹیکے اسے لگ سکتے ہیں۔		https://github.com/naeem9/urdu-sentences
0a3104a285c38221c7174e6dbef5273eea11219253360f01ba50810045eefb21	حکومتی سرپرستی کے بغیر نافذ کرنے کی کوشش کی جاتی ہے		https://github.com/zeerakahmed/makhzan
0a3253add2e509ce947d312c2e5e8e8d28e6d5927ab3610048d48d5312da708f	اورنہ بلوچ لبریشن آرمی والوں نے۔		https://github.com/naeem9/urdu-sentences
0a33e4e3dc2c1e9065c6cfdcf5df334c2f896ecc507ae69e89556b2dd44bdb6d	عمران خان اور ان بچوں کی تصویر  پر مائنس سائن لگاتے ہوئے		https://urdu.geo.tv/latest/283312-
0a3f18cba6625a6160bb63af99d694b70027a2c3dbcf8513314801bddffac874	نے اس کی تصدیق		https://github.com/zeerakahmed/makhzan
0a3faf6ff000d5ac5323afabdfb7ee3339372335b7d6452eb824ca5de50e403b	لیکن پھر بھی پے در پے شکستوں کے		https://github.com/humsha/USCorpus/blob/master/UrduSummaryCorpus/processed/Sports10.txt
0a4713d204d282d36005227376c3141164eb31811892bcfcd45452511981bc4d	اور کہہ رہے تھے کہ کون جانتا ہے کہ ہم دونوں میں سے 		https://kutubistan.blogspot.com/2017/02/dilchasp-hikayat-e-saadi-pdf-urdu-book.html
0a47e8fb1f136b1732f5e40f65d1102fdd3b462095787dc4105041f623360d88	اسٹاک ایکسچینج میں کاروباری ہفتے کے پہلے روز منفی رجحان		news
0a5bdb2303aa85954063de7564d7a021ac77feb8f1366a1a4d6c278d169897e9	شاہد افریدی اور سعید اجمل کے فیئر ویل میچ کا فیصلہ  ستمبر کو ہوگا		https://data.mendeley.com/datasets/834vsxnb99/3
0a68141aa7d24898f4ce251ca37deeecca6163aa2255bedce8cfb4aac95938ad	مربی اورمحسن بھی تھے۔		https://github.com/naeem9/urdu-sentences
0a6d8a087430e832a07489569755d1e8429c49f62707182cfb42df90558022e8	یہ کہانی دوسرے سے زیادو مزیدار ہے۔		self
0a712635ae8bd6fc21a92c9a771590e15da40c5befe6cebdc37b27d1549fdaee	پیدا ہوئے اور دادا جی نے کان میں اذان انڈیل دی		https://github.com/humsha/USCorpus/blob/master/UrduSummaryCorpus/processed/Religion5.txt
0a73f6c5e0bab66ddb813d6abe881b67f8193102dcabceb0e17e4f8a3e38b26f	سخت دی تھی اور اندھیرا بھی		https://github.com/humsha/USCorpus/
0a7c351cfd31600fa3b82bf646145a09fd7d8077af11dc7fb9bc3341e701fd5f	مہنگائی کی شرحانیس فیصد تک پہنچ گئی		https://github.com/zarah-amer/kashmir-politics
0a7e763a7e18a0f9685d171c5cb8dfcc572e3eabfc4a0e23f1f468ce45b7d829	قریب ہی مال پہ جس ہوٹل میں قیام رہتا ہے۔		https://github.com/naeem9/urdu-sentences
0a8075df903d396cb414ddc2ab57f3955f890743802f173a54088f41cb003c16	عبور کر لیتی ہے		https://github.com/humsha/USCorpus/tree/master/UrduSummaryCorpus/processed
