sentence_id	sentence	sentence_domain	source	is_used	clips_count
19f4e7440afb110a45f826320ff20d7a47cbf98eadba28d9c87a0f18469dc556	شردہا اپنی پسند کے لڑکے سے شادی کرے گی		news	1	0
19f71fe0b93432c92f0679cdf036c3145bda3b814f8fb152eb50b174a54b2876	نوازشریف ایک سیاست دان ہیں۔		https://github.com/naeem9/urdu-sentences	1	0
19fb110f6f616956064cc063438ef7bb12bc8e555cf93611249b1666b4709608	سب سے بڑی تبدیلی؟		https://github.com/naeem9/urdu-sentences	1	0
19fb85718a4874efc2acc32aa4a730db661c6f6fc1654b36c4f0bd14c5faaec2	نور جہاں کی آواز بھری ہوئی تھی۔		https://github.com/naeem9/urdu-sentences	1	0
19fbaa21f29dafd017454a26c3e48a6b9383cff98976b2d7de59ee3209f9aef9	میلان میں ہونے والی موبائل ورلڈ نمائش کی تقریب میں نوکیا کے ایک اور پرانے فون کو دوبارہ ایجاد کرایا گیا ہے		https://github.com/mirfan899/Urdu	1	0
19fcd98479b3d88de84ba2723fcacf1f4d2e08c3feed91d59a2e554a9a26035b	اصل سرمايہ ختم ہو چکا تھا		https://catalog.ldc.upenn.edu/docs/LDC2007S03/DESIGN.doc	1	0
19fdd636f362b97354559a52a0ce484f5c38f2d51fa69a5b2a7d1cd139afea6b	پرینیتی چوپڑا نے شادی کی خبروں پر خاموشی توڑ دی		news	1	0
1a028e627cbecc3c49847d5ff8435ae5006678b04b1ad65e4348ed1f90f09aa0	نیند بغیر دوا کے آ جایا کرے۔		https://github.com/naeem9/urdu-sentences	1	0
1a0a02871d54ad317cdf22e58b704e575d7485224842d29a8f65b2679297ec10	لیکن اس نے ہمت نہ ہاری اور آسمان بھی مہربان ہوئے۔		https://github.com/naeem9/urdu-sentences	1	0
1a0d8cb574be7809761be7281518384fb6d377bf53534d259379802581a3f400	اسلام آباد میں کئی مساجد شہرکی بڑی سڑکوں کے ساتھ ہیں۔		https://github.com/naeem9/urdu-sentences	1	0
1a13c10015f318b525977bd39fe37c6a128c2dfd048eb62e07b05aa9d8181041	فی الحال تو رونا کیلے اور لیموں کے بھاؤ کا ہے۔		https://github.com/naeem9/urdu-sentences	1	0
1a144894086942180b80ee414bddd6b3a4d9c8a590dac09f3104371085316756	سعودی عرب پاکستان میں مختلف شعبوں میں سرمایہ کاری کر رہا ہے مشیر تجارت		news	1	0
1a19b255a10521885df0e759dd2dd96575b9adac277b7e29e0ee1294e9b058da	یہ ہمارے رہنما ہیں جو زیادہ وقت بس یونہی گزار گئے۔		https://github.com/naeem9/urdu-sentences	1	0
1a1b6990c9156c66e2318feb2bfd60c9cc45283446bc12dae2e4495714224afd	مجھے حیرت ہے کہ تم نے انعام جیت لیا		https://tatoeba.org/	1	0
1a2697249d53c25a17e4b50574c2295da139e492893d20e53be2c007851f1bc8	دوران شب جب مہذب لوگ بیٹھتے ہیں۔		https://github.com/naeem9/urdu-sentences	1	0
1a2d776ca2c8449e0d7466d6320a2eccf0d90ccef3e34c276551300d6a139355	نئے نظریات اپنی جگہ بنا رہے تھے		open source github	1	0
1a3252d3d5029cb28fd0fa9819c32e84eeb6ac88a33043bb5c9440f5a862facd	میں مسلمان ہوں اور اس پر اللہ کا شکر ادا کرتا ہوں۔		https://github.com/naeem9/urdu-sentences	1	0
1a33ef69d5da5d521e8fa1f51a75b1181e099ba287fd7073688324d5297f17e6	اس نے میری پیشکش ٹھکرا دی۔		self	1	0
1a353affffb19a75f74dd8d161344ce0b41641e734853ac0825d295fb0ad29cb	کورونا وائرس پاکستان کی شرح نمو میں مزید فیصد کمی کی پیشگوئی		https://www.kaggle.com/saurabhshahane/urdu-news-dataset	1	0
1a45ca45f694c48fd994f5423a6e14ef494512d086a99465c715d7d262ea5ae5	ایک اہم رپورٹ کے مطابق سارک ممالک میں بہرہ پن جیسے امراض بہت تیزی سے شدت اختیارکررہے ہیں		https://www.youtube.com/	1	0
1a49c760149cf4eb4055c098291ac44ca71f2a6cdf21aba60ff3713d20b63685	سعد حریری کو تو وہ کرنا تھا جو سعودی اسے کہتے۔		https://github.com/naeem9/urdu-sentences	1	0
1a4b2dca8cd5a3239e1f865982c90e383cb4ec089410c17726b14f9be0dfdba7	ٹک ٹاک اسٹار ذوالقرنین سکندر نے بھی ایک کروڑ فالوورز کا اعزاز حاصل کرلیا		news	1	0
1a4dbfbf408fc11b82ae6cba238911a7afdd80897e083bccbad5f4b0cb6ec7cc	بھول جائیں آئی ایم ایف کی تھیوریاں۔		https://github.com/naeem9/urdu-sentences	1	0
1a56c55f829d4cfc62fc1322f8b888cfe9364e5d449e01dbe176dd7aaedfdf6a	صحت کے بعض یقینی مسائل ایک شخص کو بے‌گھری کی طرف مائل کر سکتے ہیں		https://github.com/harisbinzia/Urdu-Word-Segmentation/blob/master/Data/data_diacritized.txt	1	0
1a58f621b6805b89bccab0e8e1feb8bf6f673844cff3bc8cb747cb9b176db422	جو گڈز ڈکلیئریشن فنڈ میں موجود ہے جسے اب استعمال کرنے کا فیصلہ کیا ہے		https://github.com/Mubashar331/Urdu-corpus	1	0
1a5c48c7e06605c9148841c7cde7390a26b3f8995c3788ce0921cfb7f9fd74b7	اس دھویں سے میرا سانس بند ہو جائے گا		https://github.com/tusbiha/urdu-sentence-dataset	1	0
1a5e0e2f57251cf04f356d721fe9eb1f9916bdf6df1e6f8e111f89c6ed8054c0	کرکٹر محمد عامر کی ولیمے کی تقریب اکیس ستمبر کو ہوگی		https://data.mendeley.com/datasets/834vsxnb99/3	1	0
1a5eb80d530070e6c0dc6394abb4a3ddea9fbf68133bde54f1e92f2fb5ed5232	اسٹاک مارکیٹ میں مثبت رجحان کے ساتھ نئے سال کا غاز		news	1	0
1a60cef7e70c76c1c9c49e3120720ed6e622326132bb3026a0c64ae8364ebc13	آئی جے آئی تو ایک انتخابی اتحاد تھا۔		Source:sentences/political/S008.txt	1	0
1a6971205a78386dacad6efa550b91987b6ecf47f828df7faea0bc271486b8f7	اصلی اور مشینی بھنورے تیار		https://data.mendeley.com/datasets/834vsxnb99/3	1	0
1a732f45c38134f1173ecd9a777d35a0f4c26c2cf915c15c8b7fb05195814278	جو اس ایڈونچر کے پیچھے دوسرے اشخاص تھے۔		https://github.com/naeem9/urdu-sentences	1	0
1a75a86bdb6dcab201a50b3252bb826c8273fb5dd5e83877065ace6f83d0f773	یعنی اپنے آپ کو جا ملایا بھی تو کس سے۔		https://github.com/naeem9/urdu-sentences	1	0
1a7bf55e6806a02283e0ac6e3cd2eac5a0bc6be51ebed5346d551d9144fee9ef	مجھے تو یہ بھی قرآن کا ایک معجزہ لگا		https://github.com/humsha/USCorpus/tree/master/UrduSummaryCorpus/processed	1	0
1a80da7e4cfb72b7bd33813e2b3f1f1fd1f0bd037e24fe762dc962f50d3cced5	دوسری جنگ عظیم میں جرمنی کی جانب سے ساٹھ لاکھ یہودیوں کا قتل عام کیا گیا		https://github.com/urduhack/urdu-word-vectors/blob/master/data/questions-words-urdu-phrases.txt https://www.bbc.com/urdu/entertainment-61083265	1	0
1a85bf44d7d83eb38212c68fa46d58ef0b4aa42623befdad31575d7478deac70	وہ کب ٹھیک ہو گا؟ 	healthcare	Self	1	0
1a87e2510868eb86f325cb2f6202e1d18000a4690c7219fa61387682b07a1827	یہ اخبار روزنامہ ہے۔		self	1	0
1a8b8f34ad324f87b1f04143520f3be34bd9ce521722b0a70cf4df597676b5cb	ایک ایک بال با آسانی گنا جا سکتا تھا		https://globalvoices.org/2014/04/02/five-urdu-bloggers-from-pakistan-everyone-should-know/	1	0
1a95e660ba87691529c873bb6d701e154488f48270268580fb8b4bb8ec28d17e	تم بہت زیادہ کام کر رہے ہو آج کل۔ تھوڑا سا آرام کر لو۔		self	1	0
1ab24a3c9d5930b6dc40039acf9b3817774a1f807456a4442aa3b43ede678a9a	ناشتے کے مقامات پر ہجوم ہے۔		https://github.com/naeem9/urdu-sentences	1	0
1ab2c716193c3cd57f0701e490590acd2a225d296f2661c4edcdd6520d1d769d	سوشل میڈیا پر عوامی موضوعات پر بحث مباحثہ عام ہے۔		Self	1	0
1ab62e0fd5bdbf18e07f43a3594fd4ecca3193f065dee19ec8dc977d01f5b283	ایشیائی ترقیاتی بینک کی پاکستان میں پہلی خاتون ڈائریکٹر		news	1	0
1aba47bb91d04f70f1b45bfeb5b70fe1163978f1812a06fc199d8e9cac4acd51	پیسوں کے بارے میں اس زمانے میں کبھی سوچا بھی نہ تھا۔		https://github.com/naeem9/urdu-sentences	1	0
1abb56e961505bf9989755069f6e7caef72fdd4f3269bb1fae144b9bdf8e8407	یہ مولانا ابوالکلام آزاد ہیں۔		https://github.com/naeem9/urdu-sentences	1	0
1abbd8afe2470f2553e6c79fb9bef08d79d690f65bdb8e56c91e7058e6ef4312	ناشتے میں انڈوں کا استعمال صحت کیلئے مفید ہے		https://github.com/RivaMalik/NLP_CommonVoice_Submission	1	0
1abcc8b8860363f5bd96166c477130bb1bde6d3c5e3ae080e5f7bb165c004b7f	عالمی ادارہ صحت نے نئی بیماریوں کے پھیلاؤ پر تشویش کا اظہار کیا ہے		Self	1	0
1ac2f6d45b08237c527ed5e6aed63119c445c58a585931ac40de99aef7b3d115	الیکٹرونک میڈیا میں نت نئی ایجاد متعارف ہوئیں		self	1	0
1ac4609ad92e83f5119b604b4b4e3516bfb81d2546929c6bc9bf0c5a07c6d63e	جونیئر سکوائش کھلاڑیوں کا تربیتی کیمپ کل شروع ہوگا		https://data.mendeley.com/datasets/834vsxnb99/3	1	0
1ac4906db20c55fe48d4e34f2fd4353f22cb940510eb5e8f0d40c45a80095486	مجھے پہلے ہی ورزش کرنے کی عادت نہیں ہے۔		https://github.com/junaid340/Urdu_Courpuses/blob/main/ucorpus.txt	1	0
1ac55bb915d53db7da61f5287460b5b2ddd3c3692eaa0d77f470ece939c50a1a	ہم کہیں اور سے سبق نہ سیکھیں۔		https://github.com/naeem9/urdu-sentences	1	0
1ac9cf4348e41788c0c3638ac4dc0d70c6915a6aaa5b03a1e7369800e3c9dc92	ہم کس قسم کی ریاست کی تعمیر چاہتے ہیں؟		https://github.com/naeem9/urdu-sentences	1	0
1ac9ebeadcbd2411dbd5b03d3422db5f6d36cfd01a515034fd1afb3ad4938d3d	میں اب زیادہ دیر انتظار نہیں کر سکتا		https://github.com/mrymb/urdu-text.git	1	0
1acdbfa44d09cb9f6f8ecdb0fc932c8a71b271f7278f96b64debdb8bb5f930db	اس کا نظام آرمینیائی نسل کے لوگوں کے پاس ہوگا		https://www.youtube.com/	1	0
1ace6a6e023bbb1ff253f39903fc3a4a353b69241003a838c85f2dcbb5c654ec	لیکن پھر وہی بات کہ ان کو سمجھائے کون؟		https://github.com/naeem9/urdu-sentences	1	0
1aceeca00878c00a6a34e973b18a7290ae61fca620600d1dd7278bdd0a1ac49a	یہ کتنا ہے		https://ling-app.com/ur/basic-urdu-words/	1	0
1acfdf4b08359f5128dc36726d2515a085e17c949a9357710f63b48e12d55840	اس صنعت کے کئی ماہرین سمجھتے ہیں		bbc.com - News	1	0
1ad0da18d2d549edb886340381b7460aeaf3483cc9499f46225317ce662150a5	پرتعیش زندگی کے مالک فلم ساز کی بیٹی ڈھابہ کیوں چلا رہی ہے		news	1	0
1ad48621456a778eeb8a3544ed5b7222eea4373196dfba9c6a67994180e282ba	اے ٹی ایم فراڈ سے بچنے کے طریقے		news	1	0
1ad4ef0cfa8f7e36ffb681132be5577896eb01a0c9e2fc5f063522a7077ad79d	یہ فیصلہ کرنا مشکل ہے کہ مقام رونے کا ہے یا ہنسنے کا۔		https://github.com/naeem9/urdu-sentences	1	0
1ad56e9ce722d1f697165c0e585be4833c2ba7a9c24f62ea6122185c13c9850f	تو دوسری طرف خوبصورت انداز میں فلمائے گئے ڈرامے ہیں		https://github.com/humsha/USCorpus/blob/master/UrduSummaryCorpus/processed	1	0
1ad922c9556c815964be2e70503184d2d7c181d40541c07a93a97ac9b2b6e4cf	میرے پاس بہت سے کبوتر ہیں		https://github.com/tusbiha/urdu-sentence-dataset	1	0
1ad9c59aa3b6b4a3d11910a8de08fcb055fd09c3b46e7e599b9e74b0d479b362	تھائی بادشاہ نے بے وفا خاتون محافظ کو شاہی اعزاز واپس دے دیا		news	1	0
1ad9f0571c76813144a931ba8ad835409131aa5f62a1e5de2a459f4d338dce99	تمہارا دین تمہارے لئے اور میرا دین میرے لئے ہے		Quran	1	0
1ada749ffb18e799a35cf472da96c51da8051f60562bbe7dd1592c1db96dfb6a	راحت فتح علی خان کا غم عاشقی تیرا شکریہ مقبول		https://ur.wikipedia.org/, https://data.mendeley.com/datasets/834vsxnb99/3	1	0
1ade8c443f22b1e593bde28e8e0147899a3e142cafd6e64807fcf389a7309415	شادی بھی ان کی بمبئی کی اپر کلاس پارسی فیملی میں ہوئی۔		https://github.com/naeem9/urdu-sentences	1	0
1adec4da6d839eae703db9d4f81b052b9742f37eef09e73a69602dca20df2c4a	وہ خود شہباز صاحب کی گہری نظر اور مطالعہ کی گواہی تھا		https://twitter.com/home	1	0
1adec814b8cb5ae779a96e573f249bbd66744aef6aceb903fb31bbea2b7e2801	لائن آف کنٹرول پر جانوں کا زیاں بہت افسوس ناک ہے۔		https://github.com/naeem9/urdu-sentences	1	0
1ae1d47bf20a3ba861dc767509c0f4b6dfdd7ccbca0bf1eea1d5af3a9a4ccc86	میں اس لڑکے کو پسند نہیں کرتا ہوں 		http://spokenenglishcourseinurdu.blogspot.in/p/daily-use-sentences-of-present.html	1	0
1ae217f97dd6fb07560e992c0f4f9f84f4dd8bad88bb20bd398531431fd33e2f	ایک طرف آفتاب ہے تو دوسری طرف مہتاب		https://github.com/humsha/USCorpus/blob/master/UrduSummaryCorpus/processed	1	0
1ae4fc59124ccd36b2741a9f4a6cd016fad48fedb8ec02485199e42a9d056e65	رسالے کے موضوع کے طور پر شائع کی گئی		https://github.com/harisbinzia/Urdu-Word-Segmentation/blob/master/Data/data_diacritized.txt	1	0
1ae6265733e6d17def061b44d5d2254a640394895594ef68b87af7d274e51015	علی محمد خان جیسے ہمارے بعض وزرا بھی انہی میں سے ہیں۔		https://github.com/naeem9/urdu-sentences	1	0
1ae68d0163bb93be197a99058905490d9dca3ef5e956ebd395a8d3917282f102	اس کی خاموشی نے لڑکی کو ناراض کر دیا تھا۔		self	1	0
1ae803091f80cf6f528a094b50c351b55317d6078c8c90c3dd46e03aaf8f02cf	مجھے بہت زیادہ سردی لگ رہی ہے		https://github.com/tusbiha/urdu-sentence-dataset	1	0
1ae9ba387e200919ed0b57226b01324f564107d89b681e080f61faa01cc987da	کال ٹو ایکشن کورونا پر بنائی گئی فیصل قریشی کی مختصر فلم		news	1	0
1aea2d603e8a1ad8ad724e1356c53d6d6cc7a7120ad539e5ef5d594e065d05d9	ایک قدم مزید آگے بڑھتے ہیں۔		https://github.com/naeem9/urdu-sentences	1	0
1aeab83d44405e1911958b1c1367a5e7beac5f5c5aa598a0057ae0f8de04da0b	سلینا گومز نے اپنا میک اپ برینڈ متعارف کروا دیا		news	1	0
1aec2e461e1c8168f7ea8a152bf6430ae826eb120b2154e88aa02bb2596ab8d5	کیونکہ اس کی قیادت مضبوط ہے۔		https://github.com/naeem9/urdu-sentences	1	0
1aed568d57421061e373ca077446e48e958efb574ad8bdfc8d2aa8eb9c0e7ace	یاسرشاہ نے شین وارن کا ریکارڈ توڑ ڈالا شاندار بالنگ سے پاکستان جیت کے قریب		https://www.kaggle.com/saurabhshahane/urdu-news-dataset	1	0
1aefbb833d2a797d665f4518b50b04fbf0e712543b67d61a64e0a3cfe63c4ac6	پاکستان کو متعدد چیلنجز کا سامنا ہے۔		https://github.com/naeem9/urdu-sentences	1	0
0f89230523b58bd25042961e32f0ac37a4e9dcd6f4df83eff25504ba95624d22	دیکھ مگر پیار سے		https://www.lexilogos.com/keyboard/urdu.htm	1	1
157938a6093abbe2a4f73f8b08f2fc4a4de686ab1f75988faeb8eab3afd3d0aa	زندگی زندہ دلی کا نام ہے		https://www.lexilogos.com/keyboard/urdu.htm	1	1
190d126527c61b42f47cb4841794ae4e3998d9d4f36c49d67c9ffa65f376d47a	جن کی مدد سے مساواتی مکالمہ		https://ur.wikipedia.org/	1	1
1918970bf6c6b7372c2ff1c5089bd8432aea60bdc0fab9f45351b7d932cb8f4b	ان کیلئے حالات خراب کر کے نقصان ہمارا ہوا ہے۔		https://github.com/naeem9/urdu-sentences	1	1
19318713c75df66325d2fa140e8fc6406a91aac73cc5dc7bdea148824ac93408	چودھرائن نے بوڑھے ماچھی رساؤ کو افضل کی عیادت کے لیے بھیجنے کا سوچا		Center for Speech and Language Technologies (CSaLT)	1	1
19421a9288a0b8898d462cbec825238f650bad330b5ce99d4c2ade41eadeb381	ایسی باتیں ہم اور ہمارے دانشور کر رہے ہیں۔		https://github.com/naeem9/urdu-sentences	1	1
194aba20a9b241780eb1fe597d86f57e70d211bc5c1417697b286e6aa6329852	ارجنٹائن کوویڈ مظاہرین نے حکومت سے مطالبہ کیا کہ وہ لاک ڈا		https://github.com/Bushramjad/urdudataset	1	1
19515baee728730184188d5dbe822b21a9ed24a982387b89a2a0ad2fa1808f51	بدن کے کرب کو وہ بھی سمجھ نہ پائے گا		https://shayariurdu.com/	1	1
1951fbf24d79b4158668187b7b83e2dedc9610d6b7bf8e0651c4f9cca02168f9	اپنی اصل سے دور ہوچکے ہیں اور اطاعت کے بغیر ہی عطا مانگتے ہیں		https://github.com/humsha/USCorpus/tree/master/UrduSummaryCorpus/processed	1	1
1952299ca2cd736466bb9c69310e5e9a86c7a9bcc02555871cc7e340fce6f7f8	خواتین پر گھریلو تشدد کے خاتمے کی مہم رکو اور روکو		news	1	1
1957c7fc1a2d186a85225c01ea556328da2e4ddbf9167ece102a647945365f23	عالمی بینک نے جنوبی ایشیا میں کورونا وائرس کے نقصانات پر رپورٹ جاری کر دیا		self generated	1	1
19606964d5e61dc3f7f0401ed13453fe3eeebff7911ce546792a6ee361e6721b	یہ ایک نظریہ بھی ہے		self	1	1
1963ddbacd748cf0828a28e436dd3ec74c6067ac3c5d7095b2a758969f766c11	میں ہر وقت تمہیں مس کرتا رہتا ہوں		Self	1	1
1966f8cc97a463782e0eba8a2be41e9b75350c7d1977abe1777540a0d7e29129	برامدات  فیصد بڑھ کر ارب  کروڑ ڈالر سے زائد		https://www.kaggle.com/saurabhshahane/urdu-news-dataset	1	1
19693452fb9d37a44424f31ead1be8d6e91f3973e78a1159e0964d4f2f60db7a	کہاں جانا ہے؟		self	1	1
196aeea541361365ea1fbe62f1513924b9f4a68fd55b5712e7c254cd1d596648	چاندنی رات بہت خوبصورت ہوتی ہے۔		self	1	1
196e1e6d14ab1583c37d868fe1984457fd45b5bb88a5d42178ca235f9abdb8b1	سادہ عبارتوں کو پڑھنا آسان ہے		https://www.urdupod101.com/	1	1
1971a90011f13636323e01fee051475db772f8b0109754f619f208368d50b1f7	چلو کہتے ہوتو لکھ دو۔۔۔		"""Harvard style ""Jess (2021) My Public licence poems"""	1	1
197349d91e4f827fd0b9f4f67f2271720a1911a0f878cbca58276071db63694a	انہوں نے اپنی بیٹی کو پھل اور سبزیاں بھیجی۔		self	1	1
1975c989f546b86ab22ef2a7e4362b1d8c0675157cca4f94141703ed087a0eb3	وزارت خزانہ نے مہنگائی کی شرح فیصد رہنے کا عندیہ دے دیا		https://www.kaggle.com/saurabhshahane/urdu-news-dataset	1	1
1975d40c7f69e1b5d43244451a8b409ebb808cbfda9d1dd0a6f7aaca431a584a	نہ پاکستان کو ایٹم بم کی ضرورت تھی۔		https://github.com/naeem9/urdu-sentences	1	1
197a04e5aadce15671b06422c9b2d34b40675b6e8367ae00e125f746db3db9f7	کارتک ارین بھول بھلیاں کے نئے کھلاڑی		news	1	1
1981cdd0368706a71fe9bdb38d1a2982a94802229b7f5c1895647b36f908b3fd	دل پر لگا اُلٹ کے وہیں تیر آہ کا		https://shayariurdu.com/	1	1
1982917c404a22be2df883f0b2bd34dfff4d4627d2ae47d1346abc8e65a901e7	پھر بھی دیہاتی جگہوں پہ رہنا ان ممالک میں بہت اچھا سمجھا جاتا ہے۔		https://github.com/naeem9/urdu-sentences	1	1
1986d6e3fa269bd587550d65288fb3200c4a15f2dbba98c74abd26c3d692ac83	ہمارا اداروں کے اندرونی فیصلوں سے کوئ تعلق نہیں		https://twitter.com/home	1	1
19874a6497196c917e8176e27521fb4bc353972c687fe026e6a86c4fa87509dd	میں		https://www.linguanaut.com/learn-urdu/phrases.php	1	1
