path	ground_truth	prediction
common_voice_ur_31831737.mp3	ٹیکساس جولائی ایجنسی ماہرین نے انکشاف کیا ہے کہ آم کو جسمانی موٹاپے میں کمی کرنے والا بہترین پھل قرار دیا گیا ہے	ٹیکشرز یولائی اجنسی م ہرین نے انک شاف کیا ہے کہ آم کو جسمانی مٹاپح میں کمی کرنے والا بہترین پھل کرردا دیا گیا ہے
common_voice_ur_31791242.mp3	پورا دن کاروبار زندگی میں مشغول اور محنت سے چور تھک کر شاید گاؤں کے تمام لوگ سو چکے تھے	پرادان کاروگ بار زندگی میں مشگول اور مہنا سے چور تھک کر شاہد گاؤں کے اتمام لوگ سو چکے تھے
common_voice_ur_31846082.mp3	کسی عالمِ دین یا کسی اور غیر مجاز فرد کی طرف سے اس کام کو انجام دینے کی کوشش سراسر تجاوز ہے	کسی علی مدیہنی یا کسی یور گیر میں جازفرد کی طرف سےس کام کوئ انجام دینے کی کو شش  صرح صرتا جا عفول ہے
common_voice_ur_32053081.mp3	مائیکروسافٹ سکیوریٹی ایزنشل کی اپ ڈیٹس ونڈوز ایکس پی کی سپورٹ ختم ہونے کے ایک سال بعد تک ملتی رہیں گی	مائیگرو سفٹ سی کوڑیز ہھنشلا غابڈیٹ ون ڈوز ایس وی کی کسفورٹ قتا مہونے کے ایک سال بات ٹک ملتھی رہے گی
common_voice_ur_31975957.mp3	چاند اپنے جوبن پر تھا اور نورانی کرنیں ہر سو پھیل کر منظر کی لطافت کو مزید نکھار رہی تھیں	چاند اپنے جو بنپر تھا اور نورانی کے دنے ہرصوع پھیل کھر منظہر کی لطافت کو مضید نکھا رہی تھی
common_voice_ur_31925744.mp3	اب میں ان بر گر اور پیپسی خوروں کو کیسے سمجھاتا کہ میٹھا آملیٹ ہونے کے لئے سننا کوئی ضروری تھوڑی ہے	عم می ان برگر اور پیپسی خوروں کو کیسیس انجاتہ کہ مٹھا حملیٹ نے کے لئے سننا کوئی جروری تھوڑی ہے
common_voice_ur_32038546.mp3	ممبئی شوبزڈیسک بالی وڈ اداکار امیتابھ بچن اور شاہ رخ خان اب کسی بھی فلم میں ایک ساتھ نظر نہیں آئیں گے	ممبائی شبل دیسک بالی خوڈ اداکار متھاامطا بچن آرٹ شاروف خان اب کسی بھی فلم میں ایک صات نظر نہیں آئیں گے
common_voice_ur_32025867.mp3	سوال یہ ہےکہ قومی ادارے پر ایسےالزامات لگانے والوں کے خلاف ایکشن لینے کی بجائے وہ ہر ٹاپ سیکرٹ بریفنگ میں کیوں بلائےجاتے ہیں	سوال گر کے قومیغارو پرر عایسےماوالاغانوالوں تلاسٹسے لینے کی وجہ ہو ہآپ سیکریٹ پریسم میںٹن بناڑجیاتھے
common_voice_ur_31981684.mp3	مائیکروسافٹ کے مشہور زمانہ آپریٹنگ سسٹم ونڈوز کا نیا ورژن اب کمپنی ویب سائیٹ پر پری آرڈر کے لیے دستیاب ہے	مائیکروساف کے مشورے زمانہ آپریٹنگ سنسٹیم ونڈوس کرنیا ورشن اپ کمپنی ویب سائٹ پر پری آرڈر کے لیے دستیات
common_voice_ur_31793434.mp3	قدرتی حسن کی دولت سے مالا مال ان علاقوں میں غر بت اور پس ماندگی سیاح کو غم زدہ کر دیتی ہے ۔	کدرتی حسن کی دولت سے مالا مال ان علاقوں میں غربت اور پس مندگی سیاح کو غم سدع کردیتی ہے
common_voice_ur_31848995.mp3	اور ٹیم میں جگہ پکی ہونے کا خمار ان کھلاڑیوں کو اپنے اصل مقام سے دور لیے جا رہا ہے	آر ٹیم میں جگہ پقی ہونے کا خماران کھلاڑیوں کو اپنی آصل مقام سے دول جارا ہے
common_voice_ur_31823107.mp3	خیر اپنے موقف کو ثابت کرنے کے لئے میں نے میٹھے آملیٹ کے خدوخال اور پکانے کی ترکیب پر روشنی ڈالی	خیر اپ نے موک پک کوخابت کرنے لئے میں نے میٹھ املیٹ کے پدوقال اور پکانے کی ترکی پر روشنی ڈالی
common_voice_ur_27849083.mp3	تازہ ترین تحقیق کے مطابق اب ایک ایسا طریقہ ایجاد کر لیا گیا ہے جس سے قسمت کو بدلہ جاسکتا ہے	آظح ترین تحقیق کیا متابلق اب یک ایسے لیہ عجاد کریا گیا ہے جسے کمت کو بدلا جاسکتا ہے
common_voice_ur_31793548.mp3	اس موضوع پر کی جانی والی ایک تحقیق کی مطابق اس بات کا غالب گمان موجود ہی کہ اپریل میں آنی والا	اس موزوع پر کی جانے والی ایک تحیق مطابق اس بات کا غالب گومان وجود ہے کہ ایپرل میں آنڈی ہوالا
common_voice_ur_32017277.mp3	چنانچہ فتویٰ اگر مخاطب کی پسند کے مطابق نہ ہو تو اکثر وہ اسے ماننے سے انکار کر دیتا ہے	چرہنڈ شا فطوا گرزسب مامخا تیپ کی پسند کی متعبک نا ہو تو اکسر وہ اس ایمان نی سے انکار کر دیتا ہے
common_voice_ur_32034448.mp3	جب میں پہلی جگہ یہاں آیا تھا تو مجھے بھی یقین نہیں آ رہا تھا کہ میں اسلام آباد ہی میں کھڑا ہوں ۔	جباں پہلی جگر یہاں آیا تھا تو مجہب یقین نہیا رہا تھ کہ ما اصانبات مہیں کھڑا ہوں
common_voice_ur_31951734.mp3	دوسرے اس موقع پر جب کوئی عالمِ دین کسی خاص واقعے کے حوالے سے اپنا قانونی فیصلہ صادر کرتا ہے	دوسرے صواقپر جپکوئی آہنمیں دین کسی خاصواقع کی حوالے سے اقنا کا ننی فیصلہ ص حاطق کرتا ہے
common_voice_ur_31902318.mp3	اٹھارہویں صدی میں قائم ہونے والے کوئٹہ کو آب و ہوا ماحول اور خوبصورتی کی وجہ سے انگریز لٹل لندن کہتے تھے	پپٹھابی شدی میں کائم ہونے وزہ کویٹا کو آبو ہوا مغوارڈ اور فصورتی کی وجہ سے آنگریز لڈے لڑنن کہتے تھے
common_voice_ur_31891800.mp3	سوال و جواب کی ویب سائٹ کورا نے اعلان کیا ہے کہ ان کے لاکھ رجسٹرڈ صارفین کا ڈیٹا کنفرم ہوگیا ہے	سواز جواب کی ویب سائیٹ کورا نے علان کیا ہے کہ ان کہ لاک رجسٹرڈ صارفین کر ڈیا نے کرن فرم کرہو گیا ہے
common_voice_ur_38466954.mp3	ویسے یار میں سعودی میں ہوں۔ آ تو نہیں سکتا ہاں لیکن بہت بہت شکریہ ہم سب ہی کو انوائٹ کرنے کے لئے	ویصیار میں ساعدی میں ہآج تو نہیں سکتا ہ لیکن بہت بہچھ شکریا ہم سب ہی کو انوائیٹ کرنے کی لئے
common_voice_ur_31793495.mp3	آج جب اللہ پاک بزرگ و برتر کے فضل و کرم سے پاکستان میں کرونا وائرس کا زور ٹوٹ رہا ہے	آججب اللہ پاک بزورگوں بہترکے فصلو کرمپ سے پاکستان میں کرونا وائرس کا ضور ٹوٹھ رہا ہے
common_voice_ur_38429790.mp3	مجھے تو یہی سمجھ نہیں آرہا کہ جب یہ اتنے پیسے والے ہیں تو ایک اپارٹمنٹ رینٹ کر کے قدسیہ کو کیوں نہیں دے دیتے	مجھے تو یہی سمج نہیں آ رہا کہ جب یہ اتنے پیسے والے ہیے تو ایک کی پاٹمن ڈرنڈ کر کہ کسیاہ کو کیوں نہیں دی دیتے
common_voice_ur_32018789.mp3	اس ضمن میں جو بات میرے دل میں گھس گئی کہ قرآن مجید کو سب سے اوپر والی شیلف میں رکھا گیا تھا	اس زمن میں جوبات میرے جل میں گھسکئی کے قھران مجیت کو سب سے اپر والے شرف میں رکھا گیا تھا
common_voice_ur_38441723.mp3	ان کی خواہش تہی کہ اپنی زندگی میں اردو کالج کی بنیاد رکھ دیں مگر قدرت کو یہ منظور نہ تھا	ان کی خواعش تھیک کی اپنی زندگی م ار دو کالش کی بھنیا رگھدیں ماگر قدرت کو یہ منزور نا تھا
common_voice_ur_31960160.mp3	وقت گزرنے کے ساتھ ہر ہر کام میں نقص اور نکتہ چینی کرنا سسرال والوں کی عادت بن جاتی ہے	بق گزرنے کصا حرہے کام میں نخص اور نقتہ چنی کرنا سصراہب الو کی اعدت بن جاتی ہے
common_voice_ur_31998144.mp3	مگر دوسرے میچ میں قومی ٹیم کی متواتر ناکام کارکردگی نے زمبابوے کو جشن منانے کا موقع فراہم کردیا	مگر دوسرے میچ میں قومی ٹیم کے وطواقر نا کام ر کردگی نے زمبابیع کو جشنا نانے کا موقع فرام کر دیا
common_voice_ur_31841707.mp3	امريکا کی پہلی ڈیجیٹل کلاک کے بانی نے اسے اپنے کارخانے میں بنایا تھا اور اب اس کی فروخت کر دی گئی ہے	امریکہ کی پہلی ڈیجٹونفاق کبانی نے اسلا  کارخانے میں بنایاتا اور اب اس کی فروط کر دی گئی ہے
common_voice_ur_38469846.mp3	ذرائع کے مطابق اجلاس میں سابق صدر آصف زرداری اور بلاول بھٹو سمیت پارٹی کی سینیئر قیادت بھی شریک رہی۔	ظرائے کے مطاوع کی جلاص میں صاوق سے ظرا صف زرداریئر بلائل بوٹسمیت پارٹی کے سینیئر قیادت بھی شریق تھی
common_voice_ur_41109342.mp3	انہوں نے کہا کہ سفارت خانے کا عملہ اپنی مرضی سے کام کرتا ہے اور انھیں کوئی پوچھنے والا نہیں ہے ۔	عنو نے قہا کے سفارت خانے کا عملا پنی مرضی سے کام کرتا ہے اور رونے کوئی پوچھنا والا نہیں ہیں
common_voice_ur_32011828.mp3	ہم گاڑی سے اتر رہے تھے کہ گاڑی کے کلنڈر نے لسی سے بھری ہوئی تین بوتلیں ہمارے سپرد کر دیں ۔	ہم گھاڑی ص وطرہیعتھے کہ کلاڑی کہ کلینڈر نہیں لسی سے بڑی ٹین بھوتلی ہمار سبوت کردی
common_voice_ur_31809353.mp3	اور سوچتا رہا کہ کتنے خوش نصیب ہیں وہ مقامات جن کو ابھی تک انسان کےپاؤں نے نہیں روندا	اور سوس ترہا کہ کتنے خوچ نصی ب ہے وہ مکامہ جن کو ابیتک انسان کے پاؤنے نہیں روندا
common_voice_ur_38463703.mp3	لیکن ان سب کو ایک خاص قسم کا ماحول میسر تھا جس میں وہ جو چاہیں کر سکتے تھے۔	لیکن اس میں سب کو ایک حاث قسم کا محول میاسہ تھا جس میں وہ جو چائیں کر سکتے تھے
common_voice_ur_32042622.mp3	اگر اسے نفاذ سے محروم رکھا جائے تو اس کی حیثیت محض رائے اور نقطۂ نظر کی سی ہوتی ہے	اگر اسے نفان سے میعروم رکھا جائے توو اس کی عیسیت ویظ رائے اور مقطا نظر کیسی ہوتی ہے
common_voice_ur_38440908.mp3	کابینہ کے وزیر تھریس کافی نے جمعرات کو سکائی نیوز کو بتایا کہ ’انخلا سے متعلق وزیراعظم بورس جانسن نے کوئی انفرادی فیصلہ نہیں کیا۔‘	کابینا کے وزیر تھریس قافی نے جمعرات کو صقائی نیوس کو بتایا کہ انخلا سے متلق وزیر اعظم بورس چانسر نے کوئی انفرادی فیصلہ نہیں کیا
common_voice_ur_31823088.mp3	اللہ کے لیے اگلی بار اس پارٹی کو ووٹ دو جس میں خاندانی سیاست کی بجائے میرٹ دیکھا جاتا ہے	اللہ ک لئے اگلی پر اس پارٹی کو کورٹ دو جس میں کاندانی سیاست کی بجائے میرٹ دیکھا جاتا ہے
common_voice_ur_26703815.mp3	اس مرتبہ کرک نامہ سے غیر حاضری کچھ زیادہ ہی طویل ہوگئی ہے جس کا سبب ذاتی مصروفیت تھی	اس مرتبہ کرک نامہ سے غیر حاضری کچھ زیادہ ہی طویل ہوگئی ہے جس کا سبب زاتی مصروفیت تھی
common_voice_ur_31790550.mp3	جبکہ اس میچ میں دیگر بیٹسمین اور خاص طور پر پاکستان کا ٹاپ آرڈر بری طرح ناکام ہوا تھا	جبکہ اس میچ میں تیگر بیٹس میںن اور حاصتور پر پاکستان کا ٹاپ اورڈر بھری طرع نا کام ہوا تھا
common_voice_ur_41126390.mp3	پانی جیسے ہی نل سے نکلتا تو یوں لگتا کہ اس میں سفید رنگ کی جھاگ ملی ہوئی ہے	پانی جیسے ہی نل سے ہنکلتا تو یوں لگتا ک اس میں سے فید رنگ کی جھاگ ملی ہوئی ہے
common_voice_ur_31918705.mp3	اب پرانے وقتوں کی طرح نہ تو ایک دوسرے کا خیال رکھنے کی عادت رہی ہے اور نہ ہی دلوں میں گنجائش	اب رون وقتوں کی عتیار ناں تو ایک دوسرے کہ کھیا رکھنے کی ادت رہی ہے اور ناہی دیلوگ میں گنجائش
common_voice_ur_38469578.mp3	شاید کوئی روشن دانشور ایسا مکالمہ لکھے کہ پلاسٹک بیگ سے تباہی قومی سلامتی کا ایشو بن رہا ہے۔	شائد کوئی روشن داناشور ایسا مقالمہ لکھے کہ پلاسٹک بیگ سےد تباحی قومی سلامتی کا ایشو بند رہا ہے
common_voice_ur_31978407.mp3	ان کی کسی تحقیق یا اجتہاد کو جب عدلیہ یا پارلیمنٹ قبول کرے گی تو وہ قانون قرار پائے گا	ان کی کسی تحقیک ییا اجتحات کو جب اتلیا یا پارلیمنڈ کبول کرے گی تو وہ قانون کرار پائے گا
common_voice_ur_38431244.mp3	لیکن اس صورتحال کے باوجود بہت سے ایسے موضوعات ہیں جن پہ خاطر خواہ اظہار خیال سراسر ناممکن ہے۔	لیکن اس صورتحال کے باوجود بہت سے ایسے معضوات ہیں جن پہ خاتیح حواں اظار خیالی صراصر نا ممکن ہے
common_voice_ur_31932725.mp3	ٹام میری کی پارٹی میں شامل تو ہونا چاہتا تھا مگر بدقسمتی سے اسے کچھ اور ضروری کام تھے۔	ٹام میری کی پارٹی م شامل تو ہونا چاہتا تھا مگر بتقسمتی سے اسے قچھ او زروری قام تھے
common_voice_ur_28900844.mp3	وہ فوج جس کا کام سرحدوں کی حفاظت ہے اس نے ملک میں بڑے بڑے کاروبار شروع کر رکھے ہیں	وہ فوح جس کا قام سرحدو کی حفاثت ہے اس نے ملک میں بڑے بڑے کاروبار شروع کردرکھے ہیں
common_voice_ur_38446811.mp3	سوال کیا کہ جی ٹی روڈ مارچ کی شکل میں نواز شریف کس کے خلاف احتجاج کرنا چاہتے ہیں۔	سوال کیا کے جیٹی روٹ مارچ ی شکل میں نواز شریف کس کے خلاف یں تجاج کرنا چاہتے ہیں
common_voice_ur_41153051.mp3	صبح صادق سے فائرنگ کی آوازیں آتی ہیں ایسا محسوس ہوتا ہے جیسے کہ دو دشمنوں کے درمیان جنگ چھڑ گئی	سبہرص ادک سے فائرنگ کی واز آتی ہیں ایسا محسوس ہودا ہے جیسے کہ دو دشمنوں کے درمیان جنگ چھڑگئی
common_voice_ur_31835527.mp3	جب گاڑی نے ہماری منزل پر آ کر بریک لگائی تو سب نے نیک خواہشات کے ساتھ ہمیں الوداع کیا	جب گاڑی نے ہماری منصل پر آ کر پریک لگائی د سب نے نیک خواحشات کے ساتھ ہمیں الوتاکیا
common_voice_ur_38450056.mp3	سوشل میڈیا پر بحث کا بازار گرم ہے اور لوگ حسب توفیق اس میں اپنا حصہ ڈال رہے ہیں۔	صوشل میڈیا پر بہث کا بازار گرم ہے اور لوگ حصبے تعفین کس میں اپنا حسہ ڈال رہی ہے
common_voice_ur_32030072.mp3	اس دوران انھوں نے نہ صرف گلگت بلستان اور اسلام آباد کی سیاحت کی بلکہ انھوں نے لاک ڈاون میں وقت بھی گزرا۔	ایس دوراننہ نا سرب کیوی بلکستان ور اسامبات کی سیاحد کی بلکہ انہونے حلاغگوں میں وقت می دظارم
common_voice_ur_38455999.mp3	چند نظموں اور غزلوں کی اصلاح کے بعد داغ دہلوی نے یہ لکھ دیا کہ آپ کو مزید اصلاح کی ضرورت نہیں ہے	چند نضم ار غسلوں کہ اصلاح کے بعد داق طحلوی نے یہ لکھ تیا کہ آپ کو مزید اصلاقی ضرورت نہیں ہے
common_voice_ur_31976060.mp3	ذمرہ فوج چھ ستمبر کی جنگ میں شہید ہونے والوں کی قبروں پر آج بھی پھول چڑھائے جا رہے ہیں	زمرہ فوچھے س تمبر کی جنگ میں شہیع دونے والےوں کے قبر پر آج پھی پھولی چڑ ائے جا رہےں ہے
common_voice_ur_31823022.mp3	ہر پارٹی کا کہنا ہے کے وہ ملک کی خدمت کرنا چاہتی ہے اور جتنی خدمات وہ کرر ہی ہیں سب جانتے ہیں	پرپارٹیکا کہنا ہے کہ وہ ملک کی ختمت  کرنا چاہتی ہے لو چتنی ختمات وہ پر رہی ہیں سب جانتے ہیں
common_voice_ur_38415524.mp3	میں نے اپنی لاسٹ پوسٹ میں کہا تھا، کہ ہماری ٹیم جیت تو رہی ہے مگر اس میں چمپینز بننے والی کوالٹی نہیں	میںنے اپنی لاسٹ پوسٹ میں کہا تھا کہ ہماری ٹینگ جی تو رہی ہے مگر اس میں چیمپئنز مننے والی قوالٹی نہیں
common_voice_ur_31975067.mp3	جب غیر مجازافراد سے صادر ہونے والے قانونی فیصلوں کو حکومتی سرپرستی کے بغیر نافذ کرنے کی کوشش کی جاتی ہے	جب غیر مجاز عفراد سے ساد رہونے والے قانونی فیص لوگ ہو حکومتی صرج پرستی کے بغیر نافس کرنے کی کوہی شدیل جاتی ہے
common_voice_ur_38479671.mp3	نہیں فخر کے الفاظ ملتے ہیں کہ انھوں نے کہا کہ ہمیں اپنے خاندان پر فخر ہے لیکن تکبر کبھی نہیں کیا	نئی فخر کی علفاز ملتے ہے کہ انہوں نے قہا کے مں اپزحاندان پر فخر ہے لیکن تقبر کبھی نی کیا
