path	ground_truth	seamless_large	wav2vec_urdu	whisper_large	whisper_medium
common_voice_ur_31793899.mp3	مگر ان جوانوں کی شہادت کو کسی نے یاد نہیں کیا جو پچھلے بارہ سال سے دہشت گردی کی جنگ میں شہید ہوئے	مگر ان نوجوانوں کی شہادت کو کسی نے یاد نہیں کیا جو پچھلے بارہ سال سے دہشت گردی کی جنگ میں شہید ہوئے	مگر ان نو جوہانوں کی شہاطت کو کسی نے یاد نہیں کیا جو پچھلے بارہ سال سے دیشت کرتی کی جنگ میں شہید ہوگےا	 مگر ان نوجوانوں کی شہادت کو کسی نے یاد نہیں کیا جو پچھلے بارہ سال سے دہشت کردی کی جنگ میں شہید ہوئے	 مکر ان نوجوانوں کی شہادت کو کسی نے یاد نہیں کیا جو پچھلے بارہ سال سے دیشت کردی کی جنگ میں شہید ہوئے
common_voice_ur_38422310.mp3	چلو کوئی بات نہیں کبھی وہ دن بھی اللہ لائے گا جب ہم رمضان اور عید دونوں وہیں کریں گے جلدی آئے	چلو کوئی بات نہیں کبھی وہ دن بھی اللہ لائے گا جب ہم رمضان اور عید دونوں وہیں کریں گے جلدی آئے	چلوں کوئی بات نی کبھی وہ دن بھی اللہ لائے گا جب حاب مرمزان اور عیق دونوں وہیں کریں گی جل دیائے	 چلو کوئی بات نہیں کبھی وہ دن بھی اللہ لائے گا جب ہم رمضان اور عیب دونوں وہیں کریں گے جلدی آئے	 چلو کوئی بات نہیں کبھی وہ دن بھی اللہ لائے گا جب ہم رمزان اور ایب دونوں وہیں کریں گے جلدی آئے
common_voice_ur_38440462.mp3	میں نے زندگی کی سب سے بڑی سچائی قبرستان کے باہر لکھی دیکھی۔ منزل تو میری یہی تھی، بس زندگی گزر گئی یہاں آتے آتے	میں نے زندگی کی سب سے بڑی سچائی قبرستان کے باہر لکھی دیکھی منظر تو میری یہی تھی بس زندگی گزر گئی یہاں آتے آتے	میںنے زندگی کی سب سے بڑی سے چائے کبرستان کے بھاہر لکھی دی کھی منظر تو میری یہی تھی بس زندگی گزر گئ یہاں آے آتے	 میں نے زندگی کی سب سے بڑی سچائے قبرستان کے باہر لکھی دیکھی منزل تو میری یہی تھی بس زندگی گزر گئی یہاں آتے آتے	 میں نے زندگی کی سب سے بڑی سچائی قبرستان کے باہر لکھی دیکھی منظل تو میری یہی تھی بس زندگی گزر گئی یہاں آتے آتے
common_voice_ur_31886133.mp3	علما کی فتویٰ سازی کے نتیجے میںیہ امور گویا حکومت اورعدلیہ کے ہاتھ سے نکل کر غیر متعلق افراد کے ہاتھوں میں آجاتے ہیں	علماء کی فتویٰ سازی کے نتیجے میں یہ امور گویا حکومت اور عدلیہ کے ہاتھ سے نکل کر غیر متعلق افراد کے ہاتھوں میں آ جاتے ہیں	ععلمہا کی فتویہ صاضی کے نتیجے میں یہ عمور گیا حکومت اور عدلیہ کے ہاتھ ہے نکل کر غیر متعلق فرات کی اتھوں میں آ جاتے ہے	 علماء کی فتوہ سازی کے نتیجے میں یہ امور گویا حکومت اور عدلیہ کے ہاتھ سے نکل کر غیر متعلق افراد کی ہاتھوں میں آ جاتے ہیں۔	 علماء کی فتوہ سازی کے نتیجے میں یہ عمور گویا حکومت اور عدلیہ کے ہاتھ سے نکل کر غیر مطلق افراد کی ہاتھوں میں آجاتے ہیں۔
common_voice_ur_38417419.mp3	دوسری طرف اردو شاعری دونوں ممالک میں قابل احترام ہے۔ سرحد کے اس پار، مسلمان اور ہندو دونوں ہی اس رسم کو جاری رکھتے ہیں۔	دوسری طرف اردو شاعری دونوں ممالک کے قابل احترام ہے سرحد کے اس پار مسلمان اور ہندو دونوں ہی اس رسم کو جاری رکھتے ہیں	دوسری طرف اورتو شاہری دونوں م مالیک کے قابل اہترام ہے صرحدکہ اس پار مسلمان وڑہیدود دونوں ہی اس رسم کو جاری رکھتے ہے	 دوسری طرف اردو شاعری دونوں ممالک کے قابل احترام ہے سرحد کے اس پار مسلمان اور ہندو دونوں ہی اس رسم کو جاری رکھتے ہیں	 دوسری طرف اردو شاہری دونوں ممالک کے قابل احترام ہیں سرحت کے اس پار مسلمان اور ہندو دونوں ہی اس رسم کو جاری رکھتے ہیں
common_voice_ur_31866235.mp3	ممبئی موٹاپے میں مبتلا ہونے والے بالی ووڈ اداکار رشی کپور نے کہا ہے کہ اب ورزش کرنا انکے بس کی بات نہیں ہے	ممبئی موٹاپے میں مبتلا ہونے والے بالی ووڈ اداکار رشی کپور نے کہا ہے کہ اب ورزش کرنا ان کے بس کی بات نہیں ہے	ممبئی معٹاپے میں بطلا ہونے والے بای وڈ اداکار رشی کپونے کہا ہے کہ اب برزش کرنا انکے بس کی بات نہیں ہے	 ممبئی موٹاپے میں مبتلا ہونے والے بالی وڈ آدھاکار رشی کپور نے کہا ہے کہ اب ورزش کرنا ان کے بس کی بات نہیں ہے۔	 ممبئی موٹاپے میں مبتلاہ ہونے والے بالیوڈ اداکار رشی قبول نے کہا ہے کہ اب ورزش کرنا ان کے بس کی بات نہیں ہے
common_voice_ur_31916945.mp3	اور شمسی توانائی کا پلانٹ لگا نے والے گھر کو حکومت جاپان وعدے وعید کرنے کے بجائے کچھ مالی مدد دیتی ہے	اور شمسی توانائی کا پلانٹ لگانے والے گھر کو حکومت جاپان وعدے وعدہ کرنے کے بجائے کچھ مالی مدد دیتی ہے	اور شمصی طوہانائے کا پلانٹ پگانے والے کھرے ھو اکومت جاپان بھاتی وعیٹھ کرنے کے ب جائے کچھ مانی مدد دیتی ہے	 اور شمسی توانائی کا پلانٹ لگانے والے گھر کو حکومت جاپان وعدے وعید کرنے کے بجائے کچھ مانی مدد دیتی ہے	 اور شمسی توانائی کا پلان پڑھانے والے گھر کو حکومت جابان وادے وعید کرنے کے بجائے کچھ مانی مدد دیتی ہے
common_voice_ur_31828258.mp3	ممبی بالی ووڈ کی معروف اداکارہ شلپا شیٹھی اور اُن کی فیملی نے کسانوں کے لاکھوں روپے قرض ادا کرنے کا اعلان کیا ہے	ممبئی بالی ووڈ کی معروف اداکارہ شلپا شیٹی اور ان کی فیملی نے کسانوں کے لاکھوں روپے قرض ادا کرنے کا اعلان کیا ہے	ممبئی بالوڈ کی معروففدا کارا شرفح شیٹی اور رنقی فینلی نے کستان وں کے لا کھورپے کر زداکرنے کا علان کیا ہے	 ممبئی بولیوڈ کی معروف اداکارہ شلپہ شیٹی اور ان کی فیملی نے کسانوں کے لاکھوں روپے کرز ادا کرنے کا اعلان کیا ہے۔	 ممبئی بولیوڈ کی معروف ادھاکارہ شلپا شیٹی اور ان کی فیمیلی نے کسانوں کے لاکھوں روپے کرزداد کرنے کا اعلان کیا ہے
common_voice_ur_31842108.mp3	اس مدد کیلئے زلزلہ یا سیلاب کا متاثر ہونا ضروری نہیں ھے اور نہ ہی لائن میں لگ کر ڈانڈے کھانے کی ضرورت ھے	اس مدد کے لئے زلزلہ یا سیلاب کا متاثر ہونا ضروری نہیں ہے اور نہ ہی لائن میں لگ کر ٹنڈے کھانے کی ضرورت ہے	اس مدد کے لیے دلزلہ یا صعلاف کا مطاصر و نا ظروری نہئیں ے ورنا ہی لین ویں لق کر ٹنڈے کھانی کی ضرووت ہے	 اس مدد کے لئے زلزلہ یا سلاب کا متاثر ہونا ضروری نہیں ہے اور نہ ہی لائنزنے لگ کر ٹنڈے کھانے کی ضرورت ہے	 اس مدد کے لیے ذلزلہ یا سلاب کا متاثر ہونے ضروری نہیں ہے اور نہ یہ لائنوں علاق کر ٹھنڈے کھانے کی ضرورت ہے
common_voice_ur_31927939.mp3	لیکن بہت جلد نسان اور میٹسوبشی وغیرہ کی گاڑیاں جو کہ بیٹری چارج کرنے کے بعد کافی لمبی ڈرائیو کے قابل ہوں گی مارکیٹ میں	لیکن بہت جلد نسان و مٹسوپشی وغیرہ کی گاڑیاں جو کہ بیٹری چارج کرنے کے بعد کافی لمبی ڈرائیو کے قابل ہوں گی مارکیٹ میں	لیکن بہت جلنے سان و مٹصبشی و غیرع کی گاڑیاں جوکے بیٹری چارج کرنے کے بعد کافی لمبی ڈرائو کے قابل ہون گی مارکٹ میں	 لیکن بہت جلد نسان و مٹسو بوشی وغیرہ کی گاڑیاں جو کہ بیٹری چارج کرنے کے بعد کافی لمبی ڈرائیو کے قابل ہوں گی مارکٹ میں	 لیکن بہت جل نسان و مٹسابوشی وغیرہ کی گاریاں جو کہ بیٹری چارج کرنے کے بعد کافی لمبی ڈرائیو کے قابل ہوں گی مرکت میں
common_voice_ur_31894707.mp3	کہ اس عمل کی دوران میں جو زلزلی آئیں گی وہ مزید زلزلوں کو جنم دینی کا باعث بن سکتی ہیں	کہ اس عمل کے دوران میں جو زلزلے آئیں گی وہ مزید زلزلے کو جنم دینے کا باعث بن سکتی ہیں	کہ اس عمل کے دوران مید جو لی آئن گی کومزید جلجلوں پو جنم دینے گا باعس بند سکتی ہے	 کہ اس عمل کے دوران میں جو زلزلیں آئیں گی وہ مزید زلزلوں پر جنم دینے کا باعث بن سکتی ہے۔	 کہ اس عمل کے دوران میں جو زلجلیں آئیں گی وہ مزید زلجلوں پہ جنب دینے کا باعث بن سکتی ہیں
common_voice_ur_31829414.mp3	نئی دہلی مانیٹرنگ ڈیسک اگر آپ سوشل میڈیا استعمال کرتے ہیں تو آپ یقینا سیکنڈ فیس ورزش کے متعلق سن رکھا ہو گا	نئی دہلی مانیٹرنگ ڈیسک اگر آپ سوشل میڈیا استعمال کرتے ہیں تو آپ یقیناً سیکنڈ فیز ورزش کے متعلق سن رکھا ہوگا	نئی دہلی ما نیٹرنگ ڈسک اگر آپ سوشل میڈیا استعمال کرتے ہیں تو آپ یقینا سیکنڈ فیس ورزش کے متالق سنرکا ہو گا	 نئی دہلی مانیٹرنگ ڈسک اگر آپ سوشل میڈیا استعمال کرتے ہیں تو آپ یقیناً سیکنڈ فیس ورزش کے مطالق سن رکھا ہوگا۔	 نئی دہلی مونٹرنگ ڈسک اگر آپ سوشن میڈیا استعمال کرتے ہیں تو آپ یقینن سیکنٹ فیس ورزش کے مطالق سن رکا ہوگا
common_voice_ur_31819943.mp3	تاہم اس میں بہت سے نئے فیچرزاور ایپلی کیشنز کو شامل کرنے کے ساتھ ساتھ موجودہ ورژن کی خامیوں کو بھی دور کیا گیا ہے	تاہم اس میں بہت سے نئے فیچرز اور ایپلی کیشنز کو شامل کرنے کے ساتھ ساتھ موجودہ ورژن کی خامیوں کو بھی دور کیا گیا ہے	تاہم اس میں بہت سے نئیے فیچرز اور احقلیکیشنز کو شامل کرنے کے ساتھ ساتھ موجودہورینز کی خامیوں کو بھی دور کیا گیا ہے	 تاہم اس میں بہت سے نئے فیچرز اور اپلیکیشنز کو شامل کرنے کے ساتھ ساتھ موجودہ ورینز کی خامیوں کو بھی دور کیا گیا ہے	 تاہم اس میں بہت سے نئے فیچرز اور ایپلیکیشنز کو شامل کرنے کے ساتھ ساتھ موجودہ ویڈنڈ کی خامیوں کو بھی دور کیا گیا ہے
common_voice_ur_38471042.mp3	ایک بات ذہن میں بار بار آتی ہے کہ آج ہم لوگ اپنے دین سے اتنے دور کیوں ہوتے جا رہے ہیں؟	ایک بات ذہن میں بار بار آتی ہے کہ آج ہم لوگ اپنے دین سے اتنے دور کیوں ہوتے جا رہے ہیں	ایک بار ظحن میں بار بر آتی ہے کہ آج ہم لوگ اپنے دین سے اتنے دور کیوں ہوتے جا رہے ہے	 ایک بات ذہن میں بار بار آتی ہے کہ آج ہم لوگ اپنے دین سے اتنے دور کیوں ہوتے جا رہے ہیں۔	 ایک بات ذہن میں بار بار آتی ہے کہ آج ہم لوگ اپنے دین سے اتنے دور کیوں ہوتے جا رہے ہیں
common_voice_ur_31890388.mp3	مائیکروسافٹ کارپوریشن نے کہنا ہونا کہ وُہ اپنا تازہ ترین کنسول کو نومبر میں کِسی وقت فروخت کا لینا پیش کرنا گانا	مائیکروسافٹ کارپوریشن نے کہنا ہونا کہ وہ اپنا تازہ ترین کنسول کو نومبر میں کسی وقت فروخت کر لینا پیش کرنا گانا	مایکروسافٹ ارپریشن نے کہنا ہونا کہ وہ اپناتعضہ ترین کنسول کو نویبرمں کسی وق فروخت کرلیںنا پیش کرنا گانا	 مائیکروسوفٹ کورپوریشن نے کہنا ہونا کہ وہ اپنا دازہ ترین کنسول کو نویمبر میں کسی وقت فروت کر لینا پیش کرنا گانا۔	 مائیکروسوٹ کارپوریشن نے کہنا ہونا کہ وہ اپنا دازہ ترین کنسول کو نوممبر میں کسی وقت فروض کر لینا پیش کرنا گانا
common_voice_ur_31792671.mp3	بنگلہ دیش کی عدالتِ عالیہ نے طلاق کے ایک مقدمے کا فیصلہ کرتے ہوئے علما کے فتووں کو غیر قانونی قرار دیا ہے	بنگلہ دیش کی عدالت عالیہ نے طلاق کے ایک مقدمے کا فیصلہ کرتے ہوئے علماء کے فتویٰ کو غیر قانونی قرار دیا ہے	بنگلہ تیش کی ادادت االیا نے تلاق کے ایک مقدمیے کا فیصلہ کرتے ہوے لما کے فطوہ قو غیر قانونی کرار دیا ہے	 بنگلہ دیش کی عدادت عالیہ نے طلاق کے ایک مقدمے کا فیصلہ کرتے ہوئے علماء کے فتوہ کو غیر قانونی قرار دیا ہے	 بنگلہ دیش کی ادادتِ آلیہ نے تلاغ کے ایک مقانوے کا فیصلہ کرتے ہوئے علمہ کے فتحوں کو غیرقانونی قرار دیا ہے۔
common_voice_ur_31823728.mp3	ساتھ یہ جھوٹ بھی بولا ہے کہ فوج کا ایک بھی سپاہی بلوچستان میں نہیں لڑ رہا بلکہ فوجی بیرکوں میں بیٹھے ہیں	ساتھ یہ جھوٹ بھی بولا ہے کہ فوج کا ایک بھی سپاہی بلوچستان میں نہیں لڑ رہا بلکہ فوجی بیرکوں میں بیٹھے ہیں	خاتھ یہ جھوٹھ بھی بھولا ہے کہ فوج کا ایک بھیک سپاہی بلوکستان میں نہیں لڑ رہا بل کہ فوجی بیرکو میں بیٹھے ہیں	 ساتھ یہ جھوٹ بھی بولا ہے کہ فوج کا ایک بھی سپاہی بلوچستان میں نہیں لڑ رہا بلکہ فوجی بیرکوں میں بیٹھے ہیں	 ساتھ یہ جھوٹ بھی بولا ہے کہ فوج کا ایک بھی سپاہی بلوچستان میں نہیں لڑ رہا بلکہ فوجی ویرکوں میں بیٹھے ہیں
common_voice_ur_38449988.mp3	لیکن میں آپ کی بات پہ عمل کروں گا کل سے کیونکہ ابھی تو رات ہے مسجد نہیں جا سکتا	لیکن میں آپ کی بات پر عمل کروں گا کل سے کیونکہ ابھی تو رات ہے مسجد نہیں جا سکتا	لیکن می آپ کی باتمیں عمل قرومگک کل سے کمکی ابھی طرات ہے محصد نہیں جا سکتا	 لیکن میں آپ کی بات پر عمل کروں گا کل سے کیونکہ ابھی تو رات ہے مسجد نہیں جا سکتا	 لیکن میں آپ کی بات پہ امل کروں گا کل سے کیوں کہ ابھی تو رات ہے مسجد نہیں جا سکتا
common_voice_ur_38444224.mp3	میں جب یہ لگوانے گیا تھا تو مکینک نے پوری چھان بین کر کے مجھ سے پوچھا تھا کہ کتنے کا لیا ہے	میں جب یہ لگوانا گیا تھا تو مکینک نے پوری چھان بین کرکے مجھ سے پوچھا تھا کہ کتنے کا لیا ہے	میں جبہیہ لگہوان رگیا صحت ت مکینک نے پوری چھانبین کھر کے مجھ سے پوچا تھا کی کتنے کر ڈیا ہے	 میں جب یہ لگوانا گیا تھا تو میکینک نے پوری چھان بین کر کے مجھ سے پوچھا تھا کہ کتنے کا لیا ہے؟	 میں جب یہ لگوانہ گیا تھا تو میکینک نے پوری چھان بین کر کے مجھ سے پوچھا تھا کہ کتنے کا لیا ہے
common_voice_ur_31791550.mp3	اچھے مستقبل کی خاطر ہم اور بہت سے لوگ محض اپنا وطن اپنی جان سے پیا را پاکستان چھوڑ آئے ہیں	اچھے مستقبل کی خاطر ہم اور بہت سے لوگ محض اپنا وطن اپنی جان سے پیارا پاکستان چھوڑ آئے ہیں	اچھے مستقبل کی خاتر ہم اور بہت سے لوگ بحص اپنا وطن اپنی جان سے پیارا پاکستان چھوڑ آئےں ہیں	 اچھے مستقبل کی خاطر ہم اور بہت سے لوگ محس اپنا وطن اپنی جان سے پیارا پاکستان چھوڑ آئے ہیں	 اچھے مستقبل کی خاطر ہم اور بہت سے لوگ محس اپنا وطن اپنی جان سے پیارہ پاکستان چھوڑ آئے ہیں
common_voice_ur_31831737.mp3	ٹیکساس جولائی ایجنسی ماہرین نے انکشاف کیا ہے کہ آم کو جسمانی موٹاپے میں کمی کرنے والا بہترین پھل قرار دیا گیا ہے	ٹیکساس جولائی جنسی ماہرین نے انکشاف کیا ہے کہ آم کو جسمانی موٹاپے میں کمی کرنے والا بہترین پھل قرار دیا گیا ہے	ٹیکشرز یولائی اجنسی م ہرین نے انک شاف کیا ہے کہ آم کو جسمانی مٹاپح میں کمی کرنے والا بہترین پھل کرردا دیا گیا ہے	 ٹیکسیس جولائی جن سیمہ آرین نے انکشاف کیا ہے کہ آم کو جسمانی مٹاپے میں کمی کرنے والا بہترین پھل کرارداد دیا گیا ہے۔	 تکشیز جلائی جن سیمہ عرین نے انکشاف کیا ہے کہ آم کو جسمانی مطابع میں کمی کرنے والا بہترین فل کررداد دیا گیا ہے
common_voice_ur_31791242.mp3	پورا دن کاروبار زندگی میں مشغول اور محنت سے چور تھک کر شاید گاؤں کے تمام لوگ سو چکے تھے	پورا دن کاروبار زندگی میں مصروف اور محنت سے چور تھک کر شاید گاؤں کے تمام لوگ سو چکے تھے	پرادان کاروگ بار زندگی میں مشگول اور مہنا سے چور تھک کر شاہد گاؤں کے اتمام لوگ سو چکے تھے	 پورا دن کاروبار زندگی میں مشغول اور مہنے سے چور تھک کر شاید گاؤں کے یہ تمام لوگ سو چکے تھے	 پورا دن کاروبار زندگی میں مشبول اور مہنے سے چور تھک کر شاید گاؤں کے تمام لوگ سو چکے تھے
common_voice_ur_31846082.mp3	کسی عالمِ دین یا کسی اور غیر مجاز فرد کی طرف سے اس کام کو انجام دینے کی کوشش سراسر تجاوز ہے	کسی عالم دین یا کسی اور غیر مجاز فرد کی طرف سے اس کام کو انجام دینے کی کوشش سراسری طور پر جاہ و حواس ہے	کسی علی مدیہنی یا کسی یور گیر میں جازفرد کی طرف سےس کام کوئ انجام دینے کی کو شش  صرح صرتا جا عفول ہے	 کسی عالم دینی یا کسی اور غیر مجاز فرد کی طرف سے اس کام کو انجام دینے کی کوشش سرہ سر تجاہ آفوز ہے۔	 کسی عالم میں دینی یا کسی اور گیر مجاد فرد کی طرف سے اس کام کو انجام دینے کی کوشش سرح سرتا جاہا اور حافظ ہے
