path,sentence,seamless-large,whisper-large,whisper-medium,wav2vec2-urdu,whisper-small,alif_1,whisper-large_text,WER_whisper-large,whisper-medium_text,WER_whisper-medium,wav2vec2-urdu_text,WER_wav2vec2-urdu,whisper-small_text,WER_whisper-small,seamless-large_text,WER_seamless-large,WER_alif_1
common_voice_ur_31973947.mp3,اگر ساون آن پہنچا ہے۔,"[('اگر', 0.7960705161094666), ('ساون', 0.513034462928772), ('آن', 0.8488351106643677), ('پہنچا', 0.6685365438461304), ('ہے۔', 0.6999306678771973)]","[('اگر', 0.9255665938059489), ('ساون', 0.9959885080655416), ('آن', 0.9993509948253632), ('پہنچا', 0.9413840969403585), ('ہے', 0.8)]","[('اگر', 0.8779588540395101), ('ساون', 0.8506756623586019), ('آن', 0.9385513961315155), ('پہنچا', 0.9031966328620911), ('ہے', 0.8)]","[('اگر', 0.9994587302207947), ('ساوون', 0.9934459328651428), ('آنج', 0.980644941329956), ('پونچا', 0.9982176423072815), ('ہے', 0.9975956678390503)]","[('اگر', 0.4922698239485423), ('ساوان', 0.7919622659683228), ('آن', 0.9743536710739136), ('پہنچا', 0.8603205482165018), ('ہے', 0.8)]",اگر ساون آن پہنچا ہے,اگر ساون آن پہنچا ہے,0.2,اگر ساون آن پہنچا ہے,0.2,اگر ساوون آنج پونچا ہے,0.8,اگر ساوان آن پہنچا ہے,0.4,اگر ساون آن پہنچا ہے۔,0.0,0.2
common_voice_ur_41157857.mp3,بجٹ تفصیلات جاننے کیلئے ایپ متعارف,"[('بجٹ', 0.8295341730117798), ('تفصیلات', 0.816581130027771), ('جاننے', 0.6344738602638245), ('کے', 0.5346250534057617), ('لیے', 0.6550955772399902), ('ایپ', 0.5513834953308105), ('متعارف', 0.8476369976997375)]","[('بجر', 0.9975815216700236), ('تفصیلات', 0.9888696372509003), ('جاننے', 0.8938509225845337), ('کے', 0.8105598092079163), ('لئے', 0.795205295085907), ('ایپ', 0.8749577005704244), ('متعارف', 0.9740042686462402)]","[('بجر', 0.8160314559936523), ('تفصیلات', 0.8609636723995209), ('جاننے', 0.8585453182458878), ('کے', 0.5010647773742676), ('لئے', 0.861604630947113), ('ایپ', 0.7714398503303528), ('متعریف', 0.8885120153427124)]","[('بجڑ', 0.9997354745864868), ('تفسیلات', 0.9566226601600647), ('جانی', 0.9573848247528076), ('کیلئے', 0.9542508721351624), ('ایپ', 0.9991655945777893), ('مطعرف', 0.999668300151825)]","[('بجر', 0.5699451565742493), ('تفصیلات', 0.8724531928698221), ('جانی', 0.8178549011548361), ('کے', 0.44228339195251465), ('لیے', 0.4793466826279958), ('آب', 0.9869365990161896), ('مطارف', 0.838941752910614)]",بجر تفصیلات جاننے کے لئے ایپ متعارف,بجر تفصیلات جاننے کے لئے ایپ متعارف,0.5,بجر تفصیلات جاننے کے لئے ایپ متعریف,0.6666666666666666,بجڑ تفسیلات جانی کیلئے ایپ مطعرف,0.6666666666666666,بجر تفصیلات جانی کے لیے آب مطارف,1.0,بجٹ تفصیلات جاننے کے لیے ایپ متعارف,0.3333333333333333,0.5
common_voice_ur_41180347.mp3,کہہ دیا اس نے خود ہی,"[('کہ', 0.6150599122047424), ('دیا', 0.5146870017051697), ('اس', 0.7433285713195801), ('نے', 0.8149372339248657), ('خود', 0.832184910774231), ('ہی', 0.8326873779296875)]","[('کہہ', 0.9753386378288269), ('دیا', 0.999320924282074), ('اس', 0.9984523057937622), ('نے', 0.9999417066574097), ('خود', 0.9480821490287781), ('ہی', 0.8)]","[('کہہ', 0.7407035529613495), ('دیا', 0.7671440839767456), ('اس', 0.7381405234336853), ('نے', 0.9989538192749023), ('خود', 0.8208755254745483), ('ہی', 0.8)]","[('ہ', 0.8358684182167053), ('دیا', 0.9802331328392029), ('کہ', 0.9994350075721741), ('دیا', 0.9354028105735779), ('عصلیں', 0.9859120845794678), ('خود', 0.9997494220733643), ('ہی', 0.9975461363792419)]","[('کہ', 0.5126243233680725), ('دیا', 0.7293558716773987), ('اس', 0.9049113392829895), ('لے', 0.5969356819987297), ('خود', 0.49272266030311584), ('ہی', 0.8)]",کہہ دیا اس نے خود ہی ہی,کہہ دیا اس نے خود ہی,0.0,کہہ دیا اس نے خود ہی,0.0,ہ دیا کہ دیا عصلیں خود ہی,0.6666666666666666,کہ دیا اس لے خود ہی,0.3333333333333333,کہ دیا اس نے خود ہی,0.16666666666666666,0.16666666666666666
common_voice_ur_31972180.mp3,میں اج رات کو اسے فون کروں گا۔,"[('میں', 0.7823200225830078), ('آج', 0.23135991394519806), ('رات', 0.7468758821487427), ('اسے', 0.3413134515285492), ('فون', 0.8445549607276917), ('کروں', 0.8091167211532593), ('گا۔', 0.7183350920677185)]","[('میں', 0.9410740733146667), ('آج', 0.8949334025382996), ('رات', 0.38581372797489166), ('اسے', 0.7131893932819366), ('پوان��', 0.9681041479110718), ('کروں', 0.8295299410820007), ('گا', 0.8)]","[('میں', 0.7360011339187622), ('اجازت', 0.564255379140377), ('سے', 0.6723455190658569), ('پونک', 0.7564361393451691), ('کروں', 0.8303871154785156), ('گا', 0.8)]","[('میں', 0.9996840953826904), ('ران', 0.9602029323577881), ('چھے', 0.9045708179473877), ('سے', 0.9975538849830627), ('کون', 0.9347693920135498), ('کرںگا', 0.9802260994911194)]","[('میں', 0.2833932042121887), ('آجاتے', 0.4813438579440117), ('سے', 0.7662959694862366), ('پہن', 0.7585265040397644), ('کروں', 0.9147946834564209), ('گا', 0.8)]",میں آج سے اسے کروں کروں گا,میں آج رات اسے پوان�� کروں گا,0.5,میں اجازت سے پونک کروں گا,0.75,میں ران چھے سے کون کرںگا,0.875,میں آجاتے سے پہن کروں گا,0.75,میں آج رات اسے فون کروں گا۔,0.25,0.625
common_voice_ur_41160962.mp3,میڈیا میں جب ہم بیٹھے ہوتے ہیں۔,"[('میڈیا', 0.8418721556663513), ('میں', 0.8136758804321289), ('جب', 0.8243781924247742), ('ہم', 0.800728976726532), ('بیٹھے', 0.8733523488044739), ('ہوتے', 0.8342313766479492), ('ہیں۔', 0.6994428932666779)]","[('می��یا', 0.999471977353096), ('میں', 0.9997658133506775), ('جب', 0.9988110959529877), ('ہم', 0.9987413585186005), ('بیٹھے', 0.9997946858406067), ('ہوتے', 0.9292240142822266), ('ہیں', 0.8)]","[('می��یا', 0.9447469830513), ('میں', 0.973824143409729), ('جب', 0.9020776152610779), ('ہم', 0.9722216725349426), ('بیٹھے', 0.9788866877555847), ('ہوتے', 0.8973418474197388), ('ہیں', 0.8)]","[('میڈیا', 0.999725341796875), ('میں', 0.9504648447036743), ('جب', 0.9568115472793579), ('ہم', 0.9796524047851562), ('بیٹھے', 0.9717620015144348), ('ہوتے', 0.9997286796569824), ('ہیں', 0.9986626505851746)]","[('می��یا', 0.8273615360260009), ('میں', 0.9633741974830627), ('جب', 0.8321159482002258), ('ہم', 0.9024513959884644), ('بیٹھے', 0.8761700510978698), ('ہوتے', 0.8232647776603699), ('ہیں', 0.8)]",می��یا میں جب ہم بیٹھے ہوتے ہیں,می��یا میں جب ہم بیٹھے ہوتے ہیں,0.2857142857142857,می��یا میں جب ہم بیٹھے ہوتے ہیں,0.2857142857142857,میڈیا میں جب ہم بیٹھے ہوتے ہیں,0.14285714285714285,می��یا میں جب ہم بیٹھے ہوتے ہیں,0.2857142857142857,میڈیا میں جب ہم بیٹھے ہوتے ہیں۔,0.0,0.2857142857142857
common_voice_ur_41174427.mp3,یہ ابر آلود ہے۔,"[('یہ', 0.8070768713951111), ('ابر', 0.8574780225753784), ('آلود', 0.8681384325027466), ('ہے۔', 0.6939949095249176)]","[('یہ', 0.9523038268089294), ('ابرا', 0.6886025369167328), ('لود', 0.8), ('ہے', 0.8)]","[('یہ', 0.7483118772506714), ('ابر', 0.8988755643367767), ('علود', 0.8), ('ہے', 0.8)]","[('یہ', 0.9997265934944153), ('ابھر', 0.9723782539367676), ('آلود', 0.9991846084594727), ('ہے', 0.999014139175415)]","[('یہ', 0.49081629514694214), ('ابرالود', 0.9367474019527435), ('ہے', 0.8)]",یہ ابر آلود ہے,یہ ابرا لود ہے,0.75,یہ ابر علود ہے,0.5,یہ ابھر آلود ہے,0.5,یہ ابرالود ہے,0.75,یہ ابر آلود ہے۔,0.0,0.25
common_voice_ur_38450170.mp3,یہ طریقہ بہت سی بیماریوں کا کامیابعلاج ہے,"[('یہ', 0.7757222652435303), ('طریقہ', 0.8062171339988708), ('بہت', 0.7873745560646057), ('سی', 0.8344915509223938), ('بیماریوں', 0.759170800447464), ('کا', 0.8160179853439331), ('کامیاب', 0.7993406653404236), ('علاج', 0.7992758750915527), ('ہے', 0.6866912841796875)]","[('یہ', 0.9997416138648987), ('طریقہ', 0.9933064728975296), ('بہت', 0.9838421940803528), ('سی', 0.9999287128448486), ('بیماریوں', 0.9989528954029083), ('کا', 0.9998210072517395), ('کامیاب', 0.9298888891935349), ('علاج', 0.9980625510215759), ('ہے۔', 0.8)]","[('یہ', 0.9971717000007629), ('طریقہ', 0.9416070878505707), ('بہت', 0.7622499763965607), ('سی', 0.9919466078281403), ('بیماریوں', 0.9714296162128448), ('کا', 0.5644302368164062), ('کامیاب', 0.8103362768888474), ('علاج', 0.8), ('ہے', 0.8)]","[('یہ', 0.9996911287307739), ('تریقہ', 0.9841126203536987), ('بہت', 0.9883398413658142), ('سی', 0.9987704157829285), ('بیماریوں', 0.9576066136360168), ('کا', 0.9551506042480469), ('کامیان', 0.958154559135437), ('بلاج', 0.9768418073654175), ('ہے', 0.997406005859375)]","[('یہ', 0.9884244203567505), ('طریقہ', 0.837462842464447), ('بہت', 0.8417261838912964), ('سے', 0.9420149326324463), ('بیماریوں', 0.9262206455071768), ('کا', 0.7676215171813965), ('کامیاب', 0.7451178357005119), ('علاج', 0.8), ('ہے', 0.8)]",یہ طریقہ بہت سی بیماریوں کا کامیاب علاج ہے,یہ طریقہ بہت سی بیماریوں کا کامیاب علاج ہے۔,0.375,یہ طریقہ بہت سی بیماریوں کا کامیاب علاج ہے,0.25,یہ تریقہ بہت سی بیماریوں کا کامیان بلاج ہے,0.375,یہ طریقہ بہت سے بیماریوں کا کامیاب علاج ہے,0.375,یہ طریقہ بہت سی بیماریوں کا کامیاب علاج ہے,0.25,0.25
common_voice_ur_32003992.mp3,تو پھر ایک بار یہ عزم ہے,"[('تو', 0.7867804765701294), ('پھر', 0.745100736618042), ('ایک', 0.7642793655395508), ('بار', 0.7997986078262329), ('یہ', 0.8053335547447205), ('عزم', 0.89047771692276), ('ہے', 0.7996777594089508)]","[('تو', 0.9984694123268127), ('پھر', 0.9977984229723612), ('ایک', 0.9284678101539612), ('بار', 0.979416012763977), ('یہ', 0.9993634819984436), ('عظم', 0.9769022464752197), ('ہے', 0.8)]","[('تو', 0.758132815361023), ('پھر', 0.8153054316838583), ('ایک', 0.792159229516983), ('بار', 0.9101209342479706), ('یہ', 0.9821771383285522), ('عظم', 0.8416213393211365), ('ہے', 0.8)]","[('تو', 0.9997348189353943), ('پھر', 0.9585044384002686), ('ایک', 0.9410861730575562), ('باریع', 0.870379626750946), ('اعظم', 0.9995650053024292), ('ہے', 0.9981812238693237)]","[('تو', 0.8752760291099548), ('پھر', 0.7043016850948334), ('ایک', 0.7187905013561249), ('بار', 0.9025842845439911), ('یہ', 0.9908573031425476), ('عظم', 0.7592534422874451), ('ہے', 0.8)]",تو پھر ایک بار یہ عظم ہے,تو پھر ایک بار یہ عظم ہے,0.14285714285714285,تو پھر ایک بار یہ عظم ہے,0.14285714285714285,تو پھر ایک باریع اعظم ہے,0.42857142857142855,تو پھر ایک بار یہ عظم ہے,0.14285714285714285,تو پھر ایک بار یہ عزم ہے,0.0,0.14285714285714285
common_voice_ur_31988346.mp3,اسپاٹ فکسنگ اسکینڈلناصر جمشید کیخلاف کیس کا فیصلہ محفوظ,"[('اسپاٹ', 0.7285712957382202), ('فکسنگ', 0.8219137191772461), ('اسکینڈل', 0.8634895086288452), ('ناصر', 0.8260553479194641), ('جمشید', 0.808419942855835), ('کے', 0.5997354984283447), ('خلاف', 0.7787975370883942), ('کیس', 0.7150185108184814), ('کا', 0.8099781572818756), ('فیصلہ', 0.8376881182193756), ('محفوظ', 0.8163023889064789)]","[('سپارٹ', 0.994515672326088), ('فکسنگ', 0.9649629592895508), ('اسکین��ل', 0.9990944365660349), ('ناصر', 0.997675359249115), ('جمشید', 0.9993950009346009), ('کے', 0.9948221445083618), ('خلاف', 0.9680409630139669), ('کیس', 0.999158501625061), ('کا', 0.9999769926071167), ('فیصلہ', 0.9965101331472397), ('محفوظ', 0.9660411179065704)]","[('سپارٹ', 0.8295464217662811), ('فکسنگ', 0.714605313539505), ('اسکرن��ل', 0.934319019317627), ('ناصر', 0.8867729306221008), ('جمشید', 0.955629312992096), ('کے', 0.33077073097229004), ('خلاف', 0.7467284202575684), ('کیس', 0.9397966265678406), ('کا', 0.9930993318557739), ('فیصلہ', 0.916072204709053), ('محفوظ', 0.9050512611865997)]","[('اسپارٹی', 0.9996384978294373), ('فکسنگ', 0.9503484964370728), ('سکینڈرل', 0.9947880506515503), ('ناسجمشید', 0.9646083116531372), ('کے', 0.9860010147094727), ('خلاف', 0.9944807291030884), ('کیس', 0.9900191426277161), ('کا', 0.9868642091751099), ('فیصلہ', 0.9827238917350769), ('محفوظ', 0.9833267331123352)]","[('اسپارٹ', 0.7232918813824654), ('فکسنگ', 0.7439432978630066), ('اسکین��ل', 0.7132003357013067), ('نا��ر', 0.8479100912809372), ('جمشید', 0.9080153226852417), ('کے', 0.23573385179042816), ('خلاف', 0.7843886415163676), ('کی', 0.8607866764068604), ('اس', 0.9643062353134155), ('کا', 0.9615360498428345), ('فیصلہ', 0.7666489332914352), ('محفوظ', 0.7243133187294006)]",سپارٹ فکسنگ اسکین��ل ناصر جمشید کے خلاف کیس کا فیصلہ محفوظ محفوظ,سپارٹ فکسنگ اسکین��ل ناصر جمشید کے خلاف کیس کا فیصلہ محفوظ,0.5555555555555556,سپارٹ فکسنگ اسکرن��ل ناصر جمشید کے خلاف کیس کا فیصلہ محفوظ,0.5555555555555556,اسپارٹی فکسنگ سکینڈرل ناسجمشید کے خلاف کیس کا فیصلہ محفوظ,0.5555555555555556,اسپارٹ فکسنگ اسکین��ل نا��ر جمشید کے خلاف کی اس کا فیصلہ محفوظ,0.7777777777777778,اسپاٹ فکسنگ اسکینڈل ناصر جمشید کے خلاف کیس کا فیصلہ محفوظ,0.4444444444444444,0.6666666666666666
common_voice_ur_38499723.mp3,یہاں حالات کوئی انقلاب کے ہیں؟,"[('یہاں', 0.7878162860870361), ('حالات', 0.829562246799469), ('تو', 0.5642505288124084), ('انقلاب', 0.5662851333618164), ('کے', 0.7575949430465698), ('ہیں۔', 0.7679445743560791)]","[('یہاں', 0.963424821694692), ('حالات', 0.9915779829025269), ('کوئی', 0.9883369008700053), ('انقلاب', 0.8104781707127889), ('کی', 0.8), ('ہیں', 0.8)]","[('یہاں', 0.9673701326052347), ('حالات', 0.9693732659022013), ('کوئی', 0.7945587833722433), ('انقلاب', 0.8405304948488871), ('کی', 0.8), ('ہے', 0.8)]","[('یہاں', 0.9997154474258423), ('خلات', 0.9769618511199951), ('کوئی', 0.9265874028205872), ('نقلاب', 0.9696874618530273), ('کئے', 0.9997362494468689), ('ہیں', 0.9979987144470215)]","[('یہاں', 0.8424835801124573), ('حالات', 0.6294681231180826), ('کو', 0.9064257740974426), ('ان', 0.7869850397109985), ('کلاب', 0.8343383371829987), ('کی', 0.8), ('ہے', 0.8)]",یہاں حالات کوئی انقلاب کی ہیں ہے,یہاں حالات کوئی انقلاب کی ہیں,0.3333333333333333,یہاں حالات کوئی انقلاب کی ہے,0.3333333333333333,یہاں خلات کوئی نقلاب کئے ہیں,0.6666666666666666,یہاں حالات کو ان کلاب کی ہے,0.8333333333333334,یہاں حالات تو انقلاب کے ہیں۔,0.3333333333333333,0.5
common_voice_ur_32040800.mp3,ایک زاویہ البتہ ہے۔,"[('ایک', 0.5970765203237534), ('زاویہ', 0.8301545679569244), ('البتہ', 0.8274798691272736), ('ہے۔', 0.6812882324059805)]","[('ایک', 0.9914892315864563), ('زاویال', 0.784523093700409), ('بتا', 0.8), ('ہے', 0.8)]","[('ایک', 0.40604814141988754), ('زابی', 0.2719566176335017), ('عل', 0.4429274797439575), ('بات', 0.6583930850028992), ('تاہر', 0.7926068007946014), ('ہے', 0.8)]","[('ایک', 0.9987437129020691), ('زیابی', 0.956041157245636), ('ال', 0.966630220413208), ('بتہ', 0.9997367262840271), ('ہے', 0.994476854801178)]","[('ایک', 0.4376157745718956), ('ذابی', 0.35568054517110187), ('عال', 0.7981115579605103), ('باتا', 0.7116910815238953), ('ہے', 0.8)]",ایک زیابی ال بتہ ہے ہے,ایک زاویال بتا ہے,0.75,ایک زابی عل بات تاہر ہے,1.0,ایک زیابی ال بتہ ہے,1.0,ایک ذابی عال باتا ہے,1.0,ایک زاویہ البتہ ہے۔,0.0,1.0
common_voice_ur_41170903.mp3,زمیں جوشِ طرب سے جامِ لب ریزِ سفالی ہے,"[('زمین', 0.7593123316764832), ('جوشے', 0.4622228592634201), ('طرف', 0.7011297345161438), ('سے', 0.6901654899120331), ('جامہ', 0.5599978268146515), ('لبریز', 0.4212873876094818), ('صفالی', 0.2474585473537445), ('ہے', 0.6266734600067139)]","[('زمین', 0.8418923417727152), ('جوشِ', 0.9520798474550247), ('طرف', 0.8753643035888672), ('سے', 0.9092612862586975), ('جامِ', 0.41449784239133197), ('لبرِ', 0.9295328855514526), ('ریزِ', 0.8605691641569138), ('صفالی', 0.8436403473218282), ('ہے۔', 0.8)]","[('زمین', 0.7409922480583191), ('جوش', 0.9373493393262228), ('طرف', 0.5196713805198669), ('سے', 0.47730350494384766), ('جامع', 0.66297248005867), ('لبرے', 0.6576946179072062), ('سے', 0.9956781268119812), ('صافالی', 0.885964959859848), ('ہے', 0.8)]","[('زمین', 0.9997251629829407), ('جوشز', 0.981855034828186), ('طرف', 0.9945067763328552), ('سے', 0.9383798241615295), ('جہم', 0.9807584285736084), ('لبریی', 0.9629138112068176), ('سافاہلی', 0.9854346513748169), ('ہے', 0.9875956773757935)]","[('زمین', 0.6118287692467371), ('جوشترپ', 0.5971260194977125), ('سے', 0.5272651314735413), ('جاملہ', 0.4594048038125038), ('برزے', 0.7726823538541794), ('صفالی', 0.8940035998821259), ('ہے', 0.8)]",زمین جوشز طرف سے جہم لبریی سے ہے ہے۔,زمین جوشِ طرف سے جامِ لبرِ ریزِ صفالی ہے۔,0.5555555555555556,زمین جوش طرف سے جامع لبرے سے صافالی ہے,0.7777777777777778,زمین جوشز طرف سے جہم لبریی سافاہلی ہے,0.7777777777777778,زمین جوشترپ سے جاملہ برزے صفالی ہے,0.7777777777777778,زمین جوشے طرف سے جامہ لبریز صفالی ہے,0.7777777777777778,0.8888888888888888
common_voice_ur_32015621.mp3,وہ بس ایسے ہی ہیں۔,"[('وہ', 0.8034432530403137), ('بس', 0.7875760793685913), ('ایسے', 0.897591769695282), ('ہی', 0.8468091487884521), ('ہیں۔', 0.7914991080760956)]","[('وہ', 0.9998859167098999), ('بس', 0.999939501285553), ('ایسے', 0.9564491957426071), ('ہی', 0.8), ('ہیں', 0.8)]","[('وہ', 0.9922224879264832), ('بس', 0.9962218105792999), ('ایسے', 0.8392127156257629), ('ہی', 0.8), ('ہیں', 0.8)]","[('وہ', 0.9997303485870361), ('بس', 0.9997389912605286), ('ایسے', 0.9933338165283203), ('ہی', 0.993201494216919), ('ہیں', 0.9994436502456665)]","[('وہ', 0.9321046471595764), ('بس', 0.8870792090892792), ('ایسے', 0.9073390960693359), ('ہی', 0.8), ('ہے', 0.8)]",وہ بس ایسے ہی ہیں,وہ بس ایسے ہی ہیں,0.2,وہ بس ایسے ہی ہیں,0.2,وہ بس ایسے ہی ہیں,0.2,وہ بس ایسے ہی ہے,0.2,وہ بس ایسے ہی ہیں۔,0.0,0.2
common_voice_ur_41107464.mp3,بن قاسم پاور پلانٹ کے تمام یونٹس کو چلایا جائے گا,"[('بن', 0.7817248702049255), ('قاسم', 0.8089984655380249), ('پاور', 0.9032472968101501), ('پلانٹ', 0.7209805846214294), ('کے', 0.7669496238231659), ('تمام', 0.8064067959785461), ('یونٹس', 0.825951874256134), ('کو', 0.7775363326072693), ('چلایا', 0.7098450362682343), ('جائے', 0.7816354632377625), ('گا', 0.8203457593917847)]","[('بنگ', 0.6548658013343811), ('کاسن', 0.981486956278483), ('پاور', 0.9167993267377218), ('پلانٹ', 0.9983745813369751), ('کے', 0.9851218461990356), ('تمام', 0.9472192525863647), ('یونٹس', 0.9510171860456467), ('کو', 0.999782383441925), ('چلایا', 0.9990360736846924), ('جائے', 0.9553582966327667), ('گا', 0.8)]","[('بنکاسم', 0.8072222769260406), ('پاور', 0.8457093040148417), ('پرانٹ', 0.749341081827879), ('کے', 0.8977664113044739), ('تمام', 0.5806481838226318), ('یونٹس', 0.8238671869039536), ('کو', 0.7025529146194458), ('چلائے', 0.8509563878178596), ('جائے', 0.8270704746246338), ('گا', 0.8)]","[('ڈنگکاسم', 0.9996522068977356), ('فاور', 0.9182144403457642), ('پلانڈ', 0.9279400110244751), ('کے', 0.901432991027832), ('تامام', 0.9652559161186218), ('یونٹس', 0.9493576884269714), ('کو', 0.9960232973098755), ('چھلایا', 0.9842144250869751), ('جائے', 0.9997401237487793), ('گا', 0.9966897964477539)]","[('بنکاسم', 0.596176765859127), ('پاور', 0.825717051823934), ('پرانٹ', 0.724776990711689), ('کے', 0.4116293787956238), ('تمام', 0.5839790254831314), ('یونٹس', 0.8756497502326965), ('کو', 0.964256227016449), ('چلایا', 0.9414734443028768), ('جائے', 0.9243542850017548), ('گا', 0.8)]",بنکاسم پاور پاور کے کے یونٹس کو کو جائے گا گا,بنگ کاسن پاور پلانٹ کے تمام یونٹس کو چلایا جائے گا,0.18181818181818182,بنکاسم پاور پرانٹ کے تمام یونٹس کو چلائے جائے گا,0.36363636363636365,ڈنگکاسم فاور پلانڈ کے تامام یونٹس کو چھلایا جائے گا,0.5454545454545454,بنکاسم پاور پرانٹ کے تمام یونٹس کو چلایا جائے گا,0.2727272727272727,بن قاسم پاور پلانٹ کے تمام یونٹس کو چلایا جائے گا,0.0,0.5454545454545454
common_voice_ur_38446457.mp3,یے ناراض ہے,"[('میں', 0.3793763071298599), ('نعرہ', 0.4328019917011261), ('نہیں', 0.36418939381837845)]","[('یہ', 0.9980582594871521), ('ناراض', 0.9083384275436401), ('ہے', 0.8)]","[('یہ', 0.8739107251167297), ('ناراض', 0.699805736541748), ('ہے', 0.8)]","[('یہ', 0.9997315406799316), ('ناراز', 0.9814125895500183), ('ہے', 0.9983954429626465)]","[('یہ', 0.9762869477272034), ('ناراز', 0.706311821937561), ('ہے', 0.8)]",یہ ناراز ہے,یہ ناراض ہے,0.3333333333333333,یہ ناراض ہے,0.3333333333333333,یہ ناراز ہے,0.6666666666666666,یہ ناراز ہے,0.6666666666666666,میں نعرہ نہیں,1.0,0.6666666666666666
common_voice_ur_38515702.mp3,ایک اور بات قابل ذکر ہے۔,"[('ایک', 0.8096969723701477), ('اور', 0.8573387861251831), ('بات', 0.8367741107940674), ('قابل', 0.8846294283866882), ('ذکر', 0.8560616374015808), ('ہے۔', 0.7460812926292419)]","[('ایک', 0.9029845893383026), ('اور', 0.993060827255249), ('بات', 0.9392142593860626), ('قابل', 0.992709199587504), ('ذکر', 0.8534583449363708), ('ہے', 0.8)]","[('ایک', 0.710809201002121), ('اور', 0.42436784505844116), ('بات', 0.5998311340808868), ('کابل', 0.40557795763015747), ('ہے', 0.8)]","[('اغرایک', 0.9858510494232178), ('اور', 0.9890953302383423), ('بات', 0.9964643716812134), ('قاملے', 0.9498453736305237), ('صکر', 0.9997060894966125), ('ہے', 0.9867460131645203)]","[('ایک', 0.7176812887191772), ('اور', 0.454942911863327), ('بات', 0.6506624519824982), ('کابلے', 0.8424206078052521), ('ذکر', 0.9294748306274414), ('ہے', 0.8)]",ایک اور بات قابل ذکر ہے,ایک اور بات قابل ذکر ہے,0.16666666666666666,ایک اور بات کابل ہے,0.5,اغرایک اور بات قاملے صکر ہے,0.6666666666666666,ایک اور بات کابلے ذکر ہے,0.3333333333333333,ایک اور بات قابل ذکر ہے۔,0.0,0.16666666666666666
common_voice_ur_41108509.mp3,ترقی سے ہٹ کر ہم دفاعی تیاریوں میں لگ گئے۔,"[('ترقی', 0.7758539915084839), ('سے', 0.8246915936470032), ('ہٹ', 0.6209449768066406), ('کر', 0.7813517153263092), ('ہم', 0.8093381524085999), ('دفاعی', 0.5329996347427368), ('تیاریوں', 0.8347022235393524), ('میں', 0.8177567720413208), ('لگ', 0.6907604932785034), ('گئے۔', 0.7119903564453125)]","[('ترقی', 0.9969860166311264), ('سے', 0.9986172914505005), ('ہٹ', 0.9986421167850494), ('کر', 0.998624324798584), ('ہم', 0.9974496364593506), ('دفاعی', 0.9993277192115784), ('تیاریوں', 0.9996496677398682), ('میں', 0.9999639987945557), ('لگ', 0.8272784054279327), ('گئے', 0.8)]","[('ترقی', 0.9334085881710052), ('سے', 0.9854373931884766), ('ہٹ', 0.9765092432498932), ('کر', 0.9635776281356812), ('ہم', 0.7457068562507629), ('دفاعی', 0.9481704533100128), ('تیاریوں', 0.9887629151344299), ('میں', 0.9679251909255981), ('لگ', 0.9141338169574738), ('گئے', 0.8)]","[('ترقی', 0.9997143745422363), ('سے', 0.9941449761390686), ('ہٹ', 0.9873608350753784), ('کر', 0.9929928183555603), ('ہم', 0.9934515357017517), ('دفائی', 0.9949154257774353), ('تیاریوں', 0.9431217908859253), ('میں', 0.9953243732452393), ('لگ', 0.9997223615646362), ('گئے', 0.9956070780754089)]","[('ترکی', 0.8553457856178284), ('سے', 0.9670218229293823), ('ہٹ', 0.8968871831893921), ('کر', 0.5272806286811829), ('ہم', 0.6454585045576096), ('دفاعی', 0.84154412150383), ('تیاریوں', 0.9349630355834961), ('میں', 0.9661497473716736), ('لگ', 0.9205659031867981), ('گئے', 0.8)]",ترقی سے ہٹ کر ہم دفاعی تیاریوں میں لگ گئے,ترقی سے ہٹ کر ہم دفاعی تیاریوں میں لگ گئے,0.1,ترقی سے ہٹ کر ہم دفاعی تیاریوں میں لگ گئے,0.1,ترقی سے ہٹ کر ہم دفائی تیاریوں میں لگ گئے,0.2,ترکی سے ہٹ کر ہم دفاعی تیاریوں میں لگ گئے,0.2,ترقی سے ہٹ کر ہم دفاعی تیاریوں میں لگ گئے۔,0.0,0.1
