path,sentence,whisper-large,whisper-medium,wav2vec2-urdu,whisper-small,alif_1,WER
common_voice_ur_31991029.mp3,داعش سے تیل خرینے والوں میں ایک تو خود بشار کی حکومت ہے,"[('دائش', 0.9263690842522515), ('سے', 0.9263690842522515), ('تیل', 0.9263690842522515), ('کرینے', 0.9263690842522515), ('والوں', 0.9263690842522515), ('میں', 0.9263690842522515), ('ایک', 0.9263690842522515), ('خود', 0.9263690842522515), ('مشار', 0.9263690842522515), ('کی', 0.9263690842522515), ('حکومت', 0.9263690842522515), ('ہے۔', 0.9263690842522515)]","[('دائش', 0.8604950686295827), ('سے', 0.8604950686295827), ('تیل', 0.8604950686295827), ('کھریدنے', 0.8604950686295827), ('والوں', 0.8604950686295827), ('میں', 0.8604950686295827), ('ایک', 0.8604950686295827), ('خود', 0.8604950686295827), ('بشار', 0.8604950686295827), ('کی', 0.8604950686295827), ('حکومت', 0.8604950686295827), ('ہے', 0.8604950686295827)]","[('دائ', 0.9742312431335449), ('سے', 0.9742312431335449), ('طیل', 0.9742312431335449), ('کرینے', 0.9742312431335449), ('والوں', 0.9742312431335449), ('میں', 0.9742312431335449), ('ایک', 0.9742312431335449), ('خود', 0.9742312431335449), ('بشار', 0.9742312431335449), ('کی', 0.9742312431335449), ('حکومت', 0.9742312431335449), ('ہے', 0.9742312431335449)]","[('دائس', 0.7822859914138399), ('سے', 0.7822859914138399), ('تیل', 0.7822859914138399), ('کریدنے', 0.7822859914138399), ('والوں', 0.7822859914138399), ('میں', 0.7822859914138399), ('ایک', 0.7822859914138399), ('خود', 0.7822859914138399), ('بشار', 0.7822859914138399), ('کی', 0.7822859914138399), ('حکومت', 0.7822859914138399), ('ہے', 0.7822859914138399)]",دائش سے تیل کرینے والوں میں ایک خود مشار کی حکومت ہے۔,0.3846153846153846
common_voice_ur_38464593.mp3,پیپلز پارٹی نے بھی تین چار سال پہلے ایک میڈیا گروپ کا بائیکاٹ کیا تھا۔,"[('پیپلز', 0.9617895931005478), ('پارٹی', 0.9617895931005478), ('نے', 0.9617895931005478), ('بھی', 0.9617895931005478), ('تین', 0.9617895931005478), ('چار', 0.9617895931005478), ('سال', 0.9617895931005478), ('پہلے', 0.9617895931005478), ('ایک', 0.9617895931005478), ('میڈیا', 0.9617895931005478), ('گروپ', 0.9617895931005478), ('کا', 0.9617895931005478), ('بائیک', 0.9617895931005478), ('آرٹ', 0.9617895931005478), ('کیا', 0.9617895931005478), ('تھا۔', 0.9617895931005478)]","[('پیپلز', 0.8927110752889088), ('پارٹی', 0.8927110752889088), ('نے', 0.8927110752889088), ('بھی', 0.8927110752889088), ('تین', 0.8927110752889088), ('چار', 0.8927110752889088), ('سال', 0.8927110752889088), ('پہلے', 0.8927110752889088), ('ایک', 0.8927110752889088), ('میڈیا', 0.8927110752889088), ('گروپ', 0.8927110752889088), ('کا', 0.8927110752889088), ('بائیکارٹ', 0.8927110752889088), ('کیا', 0.8927110752889088), ('تھا', 0.8927110752889088)]","[('پیپلز', 0.9787495732307434), ('پارٹی', 0.9787495732307434), ('نے', 0.9787495732307434), ('بھی', 0.9787495732307434), ('تین', 0.9787495732307434), ('چاٹ', 0.9787495732307434), ('س', 0.9787495732307434), ('ال', 0.9787495732307434), ('پہلے', 0.9787495732307434), ('ایک', 0.9787495732307434), ('میڈیا', 0.9787495732307434), ('گروپ', 0.9787495732307434), ('کا', 0.9787495732307434), ('باعیکارٹ', 0.9787495732307434), ('کیا', 0.9787495732307434), ('تھا', 0.9787495732307434)]","[('پیپس', 0.8332716636359692), ('پارٹی', 0.8332716636359692), ('نے', 0.8332716636359692), ('بھی', 0.8332716636359692), ('3-4', 0.8332716636359692), ('سال', 0.8332716636359692), ('پہلے', 0.8332716636359692), ('ایک', 0.8332716636359692), ('میڈیا', 0.8332716636359692), ('گروپ', 0.8332716636359692), ('کا', 0.8332716636359692), ('بائیکارٹ', 0.8332716636359692), ('کیا', 0.8332716636359692), ('تھا', 0.8332716636359692)]",پیپلز پارٹی نے بھی تین چار سال پہلے ایک میڈیا گروپ کا بائیک آرٹ کیا تھا۔,0.1333333333333333
common_voice_ur_35150523.mp3,اندرا گاندھی اور مودی صاحب دونوں، مشرقی پاکستان کی علیحدگی کو بھارت کا کارنامہ قرار دیتے ہیں۔,"[('اندرہ', 0.9338547631546303), ('گانڈی', 0.9338547631546303), ('اور', 0.9338547631546303), ('مودی', 0.9338547631546303), ('صاحب', 0.9338547631546303), ('دونوں', 0.9338547631546303), ('مشریفی', 0.9338547631546303), ('پاکستان', 0.9338547631546303), ('کی', 0.9338547631546303), ('الہدی', 0.9338547631546303), ('کو', 0.9338547631546303), ('بھارت', 0.9338547631546303), ('کا', 0.9338547631546303), ('کارنامہ', 0.9338547631546303), ('قرار', 0.9338547631546303), ('دیتے', 0.9338547631546303), ('ہیں۔', 0.9338547631546303)]","[('اندرا', 0.8324375683278368), ('گاندی', 0.8324375683278368), ('اور', 0.8324375683278368), ('موڈی', 0.8324375683278368), ('صاحب', 0.8324375683278368), ('دونوں', 0.8324375683278368), ('مشری', 0.8324375683278368), ('ویگ', 0.8324375683278368), ('پاکستان', 0.8324375683278368), ('کی', 0.8324375683278368), ('علیہ', 0.8324375683278368), ('دیگ', 0.8324375683278368), ('کو', 0.8324375683278368), ('بھارت', 0.8324375683278368), ('کا', 0.8324375683278368), ('کارنامہ', 0.8324375683278368), ('قرار', 0.8324375683278368), ('دیتے', 0.8324375683278368), ('ہیں۔', 0.8324375683278368)]","[('اندراگاندی', 0.9753963947296143), ('اور', 0.9753963947296143), ('مودھی', 0.9753963947296143), ('صاحب', 0.9753963947296143), ('دونوں', 0.9753963947296143), ('مشری', 0.9753963947296143), ('ویق', 0.9753963947296143), ('پاکستان', 0.9753963947296143), ('گی', 0.9753963947296143), ('علیدی', 0.9753963947296143), ('کو', 0.9753963947296143), ('بھارت', 0.9753963947296143), ('کا', 0.9753963947296143), ('کارناما', 0.9753963947296143), ('کرار', 0.9753963947296143), ('دیتے', 0.9753963947296143), ('ہیں', 0.9753963947296143)]","[('اندرہ', 0.7818986263412696), ('گاندی', 0.7818986263412696), ('اور', 0.7818986263412696), ('مودی', 0.7818986263412696), ('صاحب', 0.7818986263412696), ('دونوں', 0.7818986263412696), ('مشریوی', 0.7818986263412696), ('پاکستان', 0.7818986263412696), ('کی', 0.7818986263412696), ('علیدی', 0.7818986263412696), ('کو', 0.7818986263412696), ('بھارت', 0.7818986263412696), ('کا', 0.7818986263412696), ('کارنامہ', 0.7818986263412696), ('کرار', 0.7818986263412696), ('دیتے', 0.7818986263412696), ('ہیں', 0.7818986263412696)]",اندرہ گانڈی اور مودی صاحب دونوں مشریفی پاکستان کی الہدی کو بھارت کا کارنامہ قرار دیتے ہیں۔,0.2941176470588235
common_voice_ur_38462293.mp3,عبداللہ بازار کی طرف جاتے ہوئے بہت خوش نظر آرہا تھا,"[('عبداللہ', 0.983364694258746), ('بزار', 0.983364694258746), ('کی', 0.983364694258746), ('طرف', 0.983364694258746), ('جاتے', 0.983364694258746), ('ہوئے', 0.983364694258746), ('بہت', 0.983364694258746), ('خوش', 0.983364694258746), ('نظر', 0.983364694258746), ('آ', 0.983364694258746), ('رہا', 0.983364694258746), ('تھا۔', 0.983364694258746)]","[('عبداللہ', 0.9217600136092214), ('بزار', 0.9217600136092214), ('کی', 0.9217600136092214), ('طرف', 0.9217600136092214), ('جاتے', 0.9217600136092214), ('ہوئے', 0.9217600136092214), ('بہت', 0.9217600136092214), ('خوش', 0.9217600136092214), ('نظر', 0.9217600136092214), ('آ', 0.9217600136092214), ('رہا', 0.9217600136092214), ('تھا', 0.9217600136092214)]","[('اب', 0.9785907864570618), ('دللہ', 0.9785907864570618), ('بزار', 0.9785907864570618), ('کی', 0.9785907864570618), ('طرف', 0.9785907864570618), ('چاتے', 0.9785907864570618), ('ہوئے', 0.9785907864570618), ('بہت', 0.9785907864570618), ('خوش', 0.9785907864570618), ('نظہر', 0.9785907864570618), ('آ', 0.9785907864570618), ('رہا', 0.9785907864570618), ('تھا', 0.9785907864570618)]","[('عبداللہ', 0.8376445183248231), ('بزار', 0.8376445183248231), ('کی', 0.8376445183248231), ('طرف', 0.8376445183248231), ('جاتے', 0.8376445183248231), ('ہوئے', 0.8376445183248231), ('بہت', 0.8376445183248231), ('حوش', 0.8376445183248231), ('نظر', 0.8376445183248231), ('آ', 0.8376445183248231), ('رہا', 0.8376445183248231), ('تھا', 0.8376445183248231)]",عبداللہ بزار کی طرف جاتے ہوئے بہت خوش نظر آ رہا تھا۔,0.3636363636363636
common_voice_ur_32037828.mp3,یہی نہیں، آج سماج بھی زندہ ہے۔,"[('یہی', 0.9654888947804768), ('نہیں', 0.9654888947804768), ('آج', 0.9654888947804768), ('سمان', 0.9654888947804768), ('بھی', 0.9654888947804768), ('زندہ', 0.9654888947804768), ('ہے', 0.9654888947804768)]","[('یہی', 0.8802678128083546), ('نہیں', 0.8802678128083546), ('آج', 0.8802678128083546), ('سمان', 0.8802678128083546), ('بھی', 0.8802678128083546), ('زندہ', 0.8802678128083546), ('ہے', 0.8802678128083546)]","[('یہی', 0.9885351061820984), ('نئیں', 0.9885351061820984), ('آج', 0.9885351061820984), ('سامان', 0.9885351061820984), ('بھی', 0.9885351061820984), ('زندہ', 0.9885351061820984), ('ہے', 0.9885351061820984)]","[('یہی', 0.8865386525789897), ('نہیں', 0.8865386525789897), ('آج', 0.8865386525789897), ('سمان', 0.8865386525789897), ('بھی', 0.8865386525789897), ('زندہ', 0.8865386525789897), ('ہے', 0.8865386525789897)]",یہی نہیں آج سمان بھی زندہ ہے۔,0.4285714285714285
common_voice_ur_38463911.mp3,سے زائد کا جرمانہ عائد کیا جس,"[('سے', 0.9307637277402376), ('زائد', 0.9307637277402376), ('کا', 0.9307637277402376), ('جرمانہ', 0.9307637277402376), ('آئیت', 0.9307637277402376), ('کیا', 0.9307637277402376), ('جس', 0.9307637277402376)]","[('سیز', 0.849207130074501), ('آیت', 0.849207130074501), ('کا', 0.849207130074501), ('جرمانہ', 0.849207130074501), ('آیت', 0.849207130074501), ('کیا', 0.849207130074501), ('جس', 0.849207130074501)]","[('سے', 0.9814059734344482), ('زائد', 0.9814059734344482), ('کا', 0.9814059734344482), ('جورمانہ', 0.9814059734344482), ('آید', 0.9814059734344482), ('کیا', 0.9814059734344482), ('جس', 0.9814059734344482)]","[('سیزائد', 0.7491625785827637), ('کا', 0.7491625785827637), ('جرمانہ', 0.7491625785827637), ('آئیت', 0.7491625785827637), ('کیا', 0.7491625785827637), ('جس', 0.7491625785827637)]",سے زائد کا جرمانہ آئیت کیا جس۔,0.1428571428571428
common_voice_ur_32010801.mp3,فلم انڈسٹری کو اس منزل تک,"[('فلم', 0.972336657345295), ('انڈسٹری', 0.972336657345295), ('کو', 0.972336657345295), ('اس', 0.972336657345295), ('منزل', 0.972336657345295), ('تک', 0.972336657345295)]","[('فیلم', 0.825741607695818), ('اندسٹری', 0.825741607695818), ('کو', 0.825741607695818), ('اس', 0.825741607695818), ('منزل', 0.825741607695818), ('تک', 0.825741607695818)]","[('پھلی', 0.9702871441841125), ('منڈسری', 0.9702871441841125), ('کو', 0.9702871441841125), ('اس', 0.9702871441841125), ('منزل', 0.9702871441841125), ('تق', 0.9702871441841125)]","[('فیلم', 0.6307133515675862), ('اندسری', 0.6307133515675862), ('کو', 0.6307133515675862), ('اس', 0.6307133515675862), ('منزل', 0.6307133515675862), ('تک', 0.6307133515675862)]",فلم انڈسٹری کو اس منزل تک۔,0.0
common_voice_ur_32027349.mp3,دولت لب سے پھر اے خسرو شیریں دہناں,"[('دولت', 0.8603897315004597), ('لب', 0.8603897315004597), ('سے', 0.8603897315004597), ('پھر', 0.8603897315004597), ('اے', 0.8603897315004597), ('خسرو', 0.8603897315004597), ('شیرنگ', 0.8603897315004597), ('دہنا', 0.8603897315004597)]","[('دولت', 0.6297783007224401), ('لبس', 0.6297783007224401), ('پیر', 0.6297783007224401), ('آی', 0.6297783007224401), ('خصرو', 0.6297783007224401), ('شیر', 0.6297783007224401), ('دہنا', 0.6297783007224401)]","[('دولت', 0.9894596338272095), ('لب', 0.9894596338272095), ('سے', 0.9894596338272095), ('پھر', 0.9894596338272095), ('ہےے', 0.9894596338272095), ('خصرو', 0.9894596338272095), ('شیرنگ', 0.9894596338272095), ('دہنں', 0.9894596338272095)]","[('دولود', 0.5146178854629397), ('لب', 0.5146178854629397), ('سے', 0.5146178854629397), ('پھیل', 0.5146178854629397), ('اہم', 0.5146178854629397), ('خصرو', 0.5146178854629397), ('شیرندہ', 0.5146178854629397), ('نا', 0.5146178854629397)]",دولت لب سے پھر اے خسرو شیرنگ دہنا۔,0.25
common_voice_ur_32000865.mp3,واز لگانے کی ٹیکنالوجی ہمارے پاکستانی سیاستدا نوں کی ایکسپورٹ کردہ ہوگی اگر آ,"[('واج', 0.9023415744304657), ('لگانے', 0.9023415744304657), ('کی', 0.9023415744304657), ('ٹیکنالوجی', 0.9023415744304657), ('ہمارے', 0.9023415744304657), ('پاکستانی', 0.9023415744304657), ('سیاستدانوں', 0.9023415744304657), ('کی', 0.9023415744304657), ('ایکسپورٹ', 0.9023415744304657), ('کرتا', 0.9023415744304657), ('ہوگی', 0.9023415744304657), ('اگر', 0.9023415744304657)]","[('واز', 0.8083170710698419), ('لگانے', 0.8083170710698419), ('کی', 0.8083170710698419), ('تکنالوجی', 0.8083170710698419), ('ہمارے', 0.8083170710698419), ('پاکستانی', 0.8083170710698419), ('سیادتانوں', 0.8083170710698419), ('کی', 0.8083170710698419), ('ایک', 0.8083170710698419), ('سپورٹ', 0.8083170710698419), ('کرتا', 0.8083170710698419), ('ہوگی', 0.8083170710698419), ('اگر', 0.8083170710698419)]","[('واز', 0.9706268310546875), ('لگانی', 0.9706268310546875), ('کی', 0.9706268310546875), ('ٹیکنالوجی', 0.9706268310546875), ('ہمارے', 0.9706268310546875), ('پاکستانی', 0.9706268310546875), ('سیاسطانوں', 0.9706268310546875), ('کی', 0.9706268310546875), ('ایک', 0.9706268310546875), ('سپورٹ', 0.9706268310546875), ('کردکردا', 0.9706268310546875), ('ہو', 0.9706268310546875), ('گی', 0.9706268310546875), ('اگر', 0.9706268310546875), ('کا', 0.9706268310546875)]","[('واز', 0.7950624684070019), ('لگانے', 0.7950624684070019), ('کی', 0.7950624684070019), ('ٹیکنالیچی', 0.7950624684070019), ('ہمارے', 0.7950624684070019), ('پاکستانی', 0.7950624684070019), ('سیادانوں', 0.7950624684070019), ('کی', 0.7950624684070019), ('ایک', 0.7950624684070019), ('سپورٹ', 0.7950624684070019), ('کردہ', 0.7950624684070019), ('ہوگی', 0.7950624684070019), ('اگر', 0.7950624684070019)]",واج لگانے کی ٹیکنالوجی ہمارے پاکستانی سیاستدانوں کی ایکسپورٹ کرتا ہوگی اگر۔,0.3571428571428571
common_voice_ur_38505198.mp3,صرف ہاتھوں کو نہ دیکھو کبھی آنکھیں بھی پڑھو,"[('صرف', 0.9846661157078214), ('ہاتھوں', 0.9846661157078214), ('کو', 0.9846661157078214), ('نہ', 0.9846661157078214), ('دیکھو', 0.9846661157078214), ('کبھی', 0.9846661157078214), ('آنکھیں', 0.9846661157078214), ('بھی', 0.9846661157078214), ('پڑو', 0.9846661157078214)]","[('صرف', 0.9305807793581927), ('ہاتھوں', 0.9305807793581927), ('کو', 0.9305807793581927), ('نہ', 0.9305807793581927), ('دیکھو', 0.9305807793581927), ('کبھی', 0.9305807793581927), ('آنکھیں', 0.9305807793581927), ('بھی', 0.9305807793581927), ('پڑو', 0.9305807793581927)]","[('صرف', 0.9785711765289307), ('ہاتو', 0.9785711765289307), ('کو', 0.9785711765289307), ('نہ', 0.9785711765289307), ('دیکھو', 0.9785711765289307), ('کبھی', 0.9785711765289307), ('آنکھے', 0.9785711765289307), ('بھی', 0.9785711765289307), ('پڑو', 0.9785711765289307)]","[('صرف', 0.8644495159387589), ('ہاتو', 0.8644495159387589), ('کو', 0.8644495159387589), ('نہ', 0.8644495159387589), ('دیکھو', 0.8644495159387589), ('کبھی', 0.8644495159387589), ('آنکھیں', 0.8644495159387589), ('بھی', 0.8644495159387589), ('پڑو', 0.8644495159387589)]",صرف ہاتھوں کو نہ دیکھو کبھی آنکھیں بھی پڑو۔,0.1111111111111111
common_voice_ur_38458804.mp3,تیرے کام کی شان میں کیسے بتاؤں,"[('تیرے', 0.9785009748057315), ('کام', 0.9785009748057315), ('کی', 0.9785009748057315), ('شان', 0.9785009748057315), ('میں', 0.9785009748057315), ('کیسے', 0.9785009748057315), ('بتاؤں؟', 0.9785009748057315)]","[('تیرے', 0.8973661082632401), ('کام', 0.8973661082632401), ('کی', 0.8973661082632401), ('شان', 0.8973661082632401), ('میں', 0.8973661082632401), ('کیسے', 0.8973661082632401), ('بتاؤ', 0.8973661082632401)]","[('تیرے', 0.9878387451171875), ('کام', 0.9878387451171875), ('کی', 0.9878387451171875), ('شان', 0.9878387451171875), ('میں', 0.9878387451171875), ('کیسے', 0.9878387451171875), ('بتا', 0.9878387451171875), ('ہو', 0.9878387451171875)]","[('تیرے', 0.8553866396347681), ('کام', 0.8553866396347681), ('کی', 0.8553866396347681), ('شان', 0.8553866396347681), ('میں', 0.8553866396347681), ('کیسے', 0.8553866396347681), ('بتاؤ؟', 0.8553866396347681)]",تیرے کام کی شان میں کیسے بتاؤں؟۔,0.1428571428571428
common_voice_ur_41163571.mp3,یہ میں نہیں جانتا,"[('یہ', 0.9761056676506996), ('میں', 0.9761056676506996), ('نہیں', 0.9761056676506996), ('دانتا', 0.9761056676506996)]","[('یہ', 0.8710892982780933), ('میں', 0.8710892982780933), ('نہیں', 0.8710892982780933), ('دانتا', 0.8710892982780933)]","[('یہ', 0.987566351890564), ('میں', 0.987566351890564), ('نہیں', 0.987566351890564), ('جان', 0.987566351890564), ('تا', 0.987566351890564)]","[('یہ', 0.8575278148055077), ('میں', 0.8575278148055077), ('نہیں', 0.8575278148055077), ('دانتا', 0.8575278148055077)]",یہ میں نہیں دانتا۔,0.25
common_voice_ur_31930621.mp3,اورکوئی جمہوریت کو کوس رہا ہے۔,"[('اور', 0.9322450260321299), ('گئی', 0.9322450260321299), ('جمہوریت', 0.9322450260321299), ('کو', 0.9322450260321299), ('کوس', 0.9322450260321299), ('رہا', 0.9322450260321299), ('ہے', 0.9322450260321299)]","[('اور', 0.8223463932150289), ('کئی', 0.8223463932150289), ('جمہوریت', 0.8223463932150289), ('کوکھس', 0.8223463932150289), ('رہا', 0.8223463932150289), ('ہے', 0.8223463932150289)]","[('اور', 0.9862191677093506), ('گئی', 0.9862191677093506), ('جمہوریت', 0.9862191677093506), ('کو', 0.9862191677093506), ('کروش', 0.9862191677093506), ('رہا', 0.9862191677093506), ('ہڈے', 0.9862191677093506)]","[('اور', 0.8004588638432324), ('گئی', 0.8004588638432324), ('جموریت', 0.8004588638432324), ('کو', 0.8004588638432324), ('سرہا', 0.8004588638432324), ('ہے', 0.8004588638432324)]",اور گئی جمہوریت کو کوس رہا ہے۔,0.5
common_voice_ur_41122892.mp3,مانگے تانگے پہ گزر کرتے ہیں۔,"[('مانگے', 0.9148773707841572), ('تانگے', 0.9148773707841572), ('پہ', 0.9148773707841572), ('گزارہ', 0.9148773707841572), ('کرتے', 0.9148773707841572), ('ہیں', 0.9148773707841572)]","[('مانگے', 0.8430394127964973), ('تانگے', 0.8430394127964973), ('پائے', 0.8430394127964973), ('گزارہ', 0.8430394127964973), ('کرتے', 0.8430394127964973), ('ہیں', 0.8430394127964973)]","[('مانگے', 0.9729026556015015), ('تنگے', 0.9729026556015015), ('پئیےک', 0.9729026556015015), ('گزارح', 0.9729026556015015), ('کرتے', 0.9729026556015015), ('ہیں', 0.9729026556015015)]","[('مانگے', 0.6664030081347415), ('تنگے', 0.6664030081347415), ('پیگ', 0.6664030081347415), ('جزار', 0.6664030081347415), ('کرتے', 0.6664030081347415), ('ہیں', 0.6664030081347415)]",مانگے تانگے پہ گزارہ کرتے ہیں۔,0.3333333333333333
common_voice_ur_41150073.mp3,تو دوسری حکومت بلا سوچے سمجھے، اسے تبدیل کر دے گی۔,"[('تو', 0.9790262772190955), ('دوسری', 0.9790262772190955), ('حکومت', 0.9790262772190955), ('بلا', 0.9790262772190955), ('سوچے', 0.9790262772190955), ('سمجھے', 0.9790262772190955), ('اسے', 0.9790262772190955), ('تبدیل', 0.9790262772190955), ('کر', 0.9790262772190955), ('دے', 0.9790262772190955), ('گی', 0.9790262772190955)]","[('تو', 0.9337597912357699), ('دوسری', 0.9337597912357699), ('حکومت', 0.9337597912357699), ('بلا', 0.9337597912357699), ('سوچے', 0.9337597912357699), ('سمجھے', 0.9337597912357699), ('اسے', 0.9337597912357699), ('تبدیل', 0.9337597912357699), ('کر', 0.9337597912357699), ('دے', 0.9337597912357699), ('گی', 0.9337597912357699)]","[('تو', 0.9825180768966675), ('دوسری', 0.9825180768966675), ('حکومت', 0.9825180768966675), ('بلا', 0.9825180768966675), ('سوچے', 0.9825180768966675), ('سمجھے', 0.9825180768966675), ('اسے', 0.9825180768966675), ('تب', 0.9825180768966675), ('دیل', 0.9825180768966675), ('کر', 0.9825180768966675), ('دیے', 0.9825180768966675), ('گی', 0.9825180768966675)]","[('تو', 0.8912643636426618), ('دوسری', 0.8912643636426618), ('حکومت', 0.8912643636426618), ('بلا', 0.8912643636426618), ('سوچے', 0.8912643636426618), ('سمجھے', 0.8912643636426618), ('اسے', 0.8912643636426618), ('تبدیل', 0.8912643636426618), ('کر', 0.8912643636426618), ('دے', 0.8912643636426618), ('گی', 0.8912643636426618)]",تو دوسری حکومت بلا سوچے سمجھے اسے تبدیل کر دے گی۔,0.1818181818181818
common_voice_ur_38477037.mp3,میرا خیال ہے کہ وزیراعظم کو آگے بڑھ کر معاملے کواپنے ہاتھ میں لینا چاہیے۔,"[('میرا', 0.9241657393134158), ('حیال', 0.9241657393134158), ('ہے', 0.9241657393134158), ('کہ', 0.9241657393134158), ('وزیراعظم', 0.9241657393134158), ('کو', 0.9241657393134158), ('آگے', 0.9241657393134158), ('بڑھ', 0.9241657393134158), ('کر', 0.9241657393134158), ('معاملے', 0.9241657393134158), ('کو', 0.9241657393134158), ('اپنے', 0.9241657393134158), ('ہاتھ', 0.9241657393134158), ('پہنچنا', 0.9241657393134158), ('چاہیے', 0.9241657393134158)]","[('میرا', 0.7142579499218199), ('ہیالے', 0.7142579499218199), ('کے', 0.7142579499218199), ('وزیرا', 0.7142579499218199), ('دم', 0.7142579499218199), ('کو', 0.7142579499218199), ('اگر', 0.7142579499218199), ('بڑھ', 0.7142579499218199), ('کر', 0.7142579499218199), ('معاملے', 0.7142579499218199), ('کو', 0.7142579499218199), ('اپنے', 0.7142579499218199), ('ہاتھ', 0.7142579499218199), ('پیرنے', 0.7142579499218199), ('چاہیے', 0.7142579499218199)]","[('میراحیال', 0.9407336115837097), ('کے', 0.9407336115837097), ('وزیر', 0.9407336115837097), ('عدم', 0.9407336115837097), ('کواگی', 0.9407336115837097), ('بڈکر', 0.9407336115837097), ('معاملے', 0.9407336115837097), ('کو', 0.9407336115837097), ('پنے', 0.9407336115837097), ('ہات', 0.9407336115837097), ('پجانا', 0.9407336115837097), ('چاہیے', 0.9407336115837097)]","[('میرا', 0.6823461264033209), ('حیالے', 0.6823461264033209), ('کے', 0.6823461264033209), ('بذریادم', 0.6823461264033209), ('کو', 0.6823461264033209), ('آگے', 0.6823461264033209), ('پڑھ', 0.6823461264033209), ('کر', 0.6823461264033209), ('معاملے', 0.6823461264033209), ('کو', 0.6823461264033209), ('اپنے', 0.6823461264033209), ('ہاتھ', 0.6823461264033209), ('بھی', 0.6823461264033209), ('لائنا', 0.6823461264033209), ('چاہی', 0.6823461264033209), ('ہے', 0.6823461264033209)]",میرا حیال ہے کہ وزیراعظم کو آگے بڑھ کر معاملے کو اپنے ہاتھ پہنچنا چاہیے۔,0.4
common_voice_ur_32002814.mp3,البتہ اسے کم سے کم کرنے کی کوششیں,"[('البتہ', 0.9356709185399508), ('اسے', 0.9356709185399508), ('کام', 0.9356709185399508), ('سے', 0.9356709185399508), ('کام', 0.9356709185399508), ('کرنے', 0.9356709185399508), ('کی', 0.9356709185399508), ('کوشش', 0.9356709185399508), ('ہے', 0.9356709185399508)]","[('البتہ', 0.793410452572923), ('اسے', 0.793410452572923), ('کم', 0.793410452572923), ('سے', 0.793410452572923), ('کم', 0.793410452572923), ('کرنے', 0.793410452572923), ('کی', 0.793410452572923), ('کوشش', 0.793410452572923), ('ہیں', 0.793410452572923)]","[('البتہ', 0.9772083163261414), ('ایسے', 0.9772083163261414), ('گم', 0.9772083163261414), ('سے', 0.9772083163261414), ('گھم', 0.9772083163261414), ('کرنے', 0.9772083163261414), ('کی', 0.9772083163261414), ('کروششیں', 0.9772083163261414)]","[('ایسے', 0.6967612467706203), ('کام', 0.6967612467706203), ('سے', 0.6967612467706203), ('کام', 0.6967612467706203), ('کرنے', 0.6967612467706203), ('کی', 0.6967612467706203), ('کوششیں', 0.6967612467706203)]",البتہ اسے کام سے کام کرنے کی کوشش ہے۔,0.5
common_voice_ur_31954024.mp3,پاکستان اور انگلینڈ کے درمیان دوسرا ٹیسٹ کل سے دبئی میں شروع ہوگا,"[('پاکستان', 0.9526576283501416), ('اور', 0.9526576283501416), ('انگلینڈ', 0.9526576283501416), ('کے', 0.9526576283501416), ('درمیان', 0.9526576283501416), ('دوسرا', 0.9526576283501416), ('ٹیسٹ', 0.9526576283501416), ('کل', 0.9526576283501416), ('سے', 0.9526576283501416), ('دبائی', 0.9526576283501416), ('میں', 0.9526576283501416), ('شروع', 0.9526576283501416), ('ہو', 0.9526576283501416), ('گیا', 0.9526576283501416)]","[('پرستان', 0.7577517252001498), ('اور', 0.7577517252001498), ('انگلینکلر', 0.7577517252001498), ('میں', 0.7577517252001498), ('آن', 0.7577517252001498), ('دوسرا', 0.7577517252001498), ('تسٹ', 0.7577517252001498), ('کال', 0.7577517252001498), ('سے', 0.7577517252001498), ('دوبائی', 0.7577517252001498), ('میں', 0.7577517252001498), ('شروع', 0.7577517252001498), ('ہو', 0.7577517252001498), ('گیا', 0.7577517252001498)]","[('پاکستان', 0.9573519825935364), ('اور', 0.9573519825935364), ('انگ', 0.9573519825935364), ('لین', 0.9573519825935364), ('کلارمیان', 0.9573519825935364), ('دوسرا', 0.9573519825935364), ('ٹیسٹ', 0.9573519825935364), ('کل', 0.9573519825935364), ('سے', 0.9573519825935364), ('دوئی', 0.9573519825935364), ('م', 0.9573519825935364), ('شروع', 0.9573519825935364), ('ہو', 0.9573519825935364), ('گا', 0.9573519825935364)]","[('پاکستان', 0.6791405417025089), ('اور', 0.6791405417025089), ('انگلین', 0.6791405417025089), ('کا', 0.6791405417025089), ('درمیان', 0.6791405417025089), ('دوسرا', 0.6791405417025089), ('ٹیسٹ', 0.6791405417025089), ('کال', 0.6791405417025089), ('سے', 0.6791405417025089), ('دو', 0.6791405417025089), ('بہی', 0.6791405417025089), ('میں', 0.6791405417025089), ('شروع', 0.6791405417025089), ('ہو', 0.6791405417025089), ('گیا', 0.6791405417025089)]",پاکستان اور انگلینڈ کے درمیان دوسرا ٹیسٹ کل سے دبائی میں شروع ہو گیا۔,0.2307692307692307
common_voice_ur_41175893.mp3,ہمارے ملک میں,"[('ہمارے', 0.9988633328013949), ('ملک', 0.9988633328013949), ('میں', 0.9988633328013949)]","[('ہمارے', 0.9591918587684631), ('ملک', 0.9591918587684631), ('میں', 0.9591918587684631)]","[('ہمارے', 0.9958498477935791), ('ملک', 0.9958498477935791), ('میں', 0.9958498477935791)]","[('ہمارے', 0.8741523623466492), ('ملک', 0.8741523623466492), ('میں', 0.8741523623466492)]",ہمارے ملک میں۔,0.0
